Cell,Worm,mRNA,Mean,Probe,Strain
V4,33,6,17.55555556,ceh-16,ceh-16(bp323)
V4,34,41,17.55555556,ceh-16,ceh-16(bp323)
V4,35,4,17.55555556,ceh-16,ceh-16(bp323)
V4,36,0,17.55555556,ceh-16,ceh-16(bp323)
V4,37,28,17.55555556,ceh-16,ceh-16(bp323)
V4,38,27,17.55555556,ceh-16,ceh-16(bp323)
V4,39,0,17.55555556,ceh-16,ceh-16(bp323)
V4,40,2,17.55555556,ceh-16,ceh-16(bp323)
V4,41,12,17.55555556,ceh-16,ceh-16(bp323)
V4,44,2,17.55555556,ceh-16,ceh-16(bp323)
V4,45,2,17.55555556,ceh-16,ceh-16(bp323)
V5,17,8,19.08,ceh-16,ceh-16(bp323)
V5,2,12,19.08,ceh-16,ceh-16(bp323)
V5,3,103,19.08,ceh-16,ceh-16(bp323)
V5,4,34,19.08,ceh-16,ceh-16(bp323)
V5,5,40,19.08,ceh-16,ceh-16(bp323)
V5,6,23,19.08,ceh-16,ceh-16(bp323)
V5,7,37,19.08,ceh-16,ceh-16(bp323)
V5,9,5,19.08,ceh-16,ceh-16(bp323)
V5,11,7,19.08,ceh-16,ceh-16(bp323)
V5,14,15,19.08,ceh-16,ceh-16(bp323)
V5,15,22,19.08,ceh-16,ceh-16(bp323)
V5,16,14,19.08,ceh-16,ceh-16(bp323)
V5,25,4,19.08,ceh-16,ceh-16(bp323)
V5,28,18,19.08,ceh-16,ceh-16(bp323)
V5,29,9,19.08,ceh-16,ceh-16(bp323)
V5,31,24,19.08,ceh-16,ceh-16(bp323)
V5,33,10,19.08,ceh-16,ceh-16(bp323)
V5,34,23,19.08,ceh-16,ceh-16(bp323)
V5,35,11,19.08,ceh-16,ceh-16(bp323)
V5,36,0,19.08,ceh-16,ceh-16(bp323)
V5,37,24,19.08,ceh-16,ceh-16(bp323)
V5,39,3,19.08,ceh-16,ceh-16(bp323)
V5,41,24,19.08,ceh-16,ceh-16(bp323)
V5,44,3,19.08,ceh-16,ceh-16(bp323)
V5,45,4,19.08,ceh-16,ceh-16(bp323)
V6,17,8,13.95833333,ceh-16,ceh-16(bp323)
V6,2,8,13.95833333,ceh-16,ceh-16(bp323)
V6,3,55,13.95833333,ceh-16,ceh-16(bp323)
V6,4,36,13.95833333,ceh-16,ceh-16(bp323)
V6,5,33,13.95833333,ceh-16,ceh-16(bp323)
V6,6,16,13.95833333,ceh-16,ceh-16(bp323)
V6,7,23,13.95833333,ceh-16,ceh-16(bp323)
V6,9,3,13.95833333,ceh-16,ceh-16(bp323)
V6,11,0,13.95833333,ceh-16,ceh-16(bp323)
V6,14,12,13.95833333,ceh-16,ceh-16(bp323)
V6,15,13,13.95833333,ceh-16,ceh-16(bp323)
V6,16,4,13.95833333,ceh-16,ceh-16(bp323)
V6,28,9,13.95833333,ceh-16,ceh-16(bp323)
V6,29,4,13.95833333,ceh-16,ceh-16(bp323)
V6,31,38,13.95833333,ceh-16,ceh-16(bp323)
V6,33,7,13.95833333,ceh-16,ceh-16(bp323)
V6,34,15,13.95833333,ceh-16,ceh-16(bp323)
V6,36,0,13.95833333,ceh-16,ceh-16(bp323)
V6,37,26,13.95833333,ceh-16,ceh-16(bp323)
V6,39,3,13.95833333,ceh-16,ceh-16(bp323)
V6,40,3,13.95833333,ceh-16,ceh-16(bp323)
V6,41,17,13.95833333,ceh-16,ceh-16(bp323)
V6,44,0,13.95833333,ceh-16,ceh-16(bp323)
V6,45,2,13.95833333,ceh-16,ceh-16(bp323)
T,17,4,8,ceh-16,ceh-16(bp323)
T,2,0,8,ceh-16,ceh-16(bp323)
T,3,9,8,ceh-16,ceh-16(bp323)
T,4,27,8,ceh-16,ceh-16(bp323)
T,5,14,8,ceh-16,ceh-16(bp323)
T,6,8,8,ceh-16,ceh-16(bp323)
T,7,19,8,ceh-16,ceh-16(bp323)
T,9,5,8,ceh-16,ceh-16(bp323)
T,11,0,8,ceh-16,ceh-16(bp323)
T,14,9,8,ceh-16,ceh-16(bp323)
T,15,6,8,ceh-16,ceh-16(bp323)
T,16,7,8,ceh-16,ceh-16(bp323)
T,28,9,8,ceh-16,ceh-16(bp323)
T,29,4,8,ceh-16,ceh-16(bp323)
T,31,17,8,ceh-16,ceh-16(bp323)
T,32,5,8,ceh-16,ceh-16(bp323)
T,33,7,8,ceh-16,ceh-16(bp323)
T,34,9,8,ceh-16,ceh-16(bp323)
T,36,4,8,ceh-16,ceh-16(bp323)
T,37,17,8,ceh-16,ceh-16(bp323)
T,38,7,8,ceh-16,ceh-16(bp323)
T,39,3,8,ceh-16,ceh-16(bp323)
T,40,5,8,ceh-16,ceh-16(bp323)
T,41,9,8,ceh-16,ceh-16(bp323)
T,44,1,8,ceh-16,ceh-16(bp323)
T,45,3,8,ceh-16,ceh-16(bp323)
H0,1,20,8.214285714,ceh-16,egl-18(ga97)
H0,2,5,8.214285714,ceh-16,egl-18(ga97)
H0,3,5,8.214285714,ceh-16,egl-18(ga97)
H0,5,0,8.214285714,ceh-16,egl-18(ga97)
H0,8,1,8.214285714,ceh-16,egl-18(ga97)
H0,9,3,8.214285714,ceh-16,egl-18(ga97)
H0,10,26,8.214285714,ceh-16,egl-18(ga97)
H0,13,8,8.214285714,ceh-16,egl-18(ga97)
H0,16,17,8.214285714,ceh-16,egl-18(ga97)
H0,18,1,8.214285714,ceh-16,egl-18(ga97)
H0,20,14,8.214285714,ceh-16,egl-18(ga97)
H0,21,0,8.214285714,ceh-16,egl-18(ga97)
H0,24,4,8.214285714,ceh-16,egl-18(ga97)
H0,25,11,8.214285714,ceh-16,egl-18(ga97)
H1,1,26,7.5,ceh-16,egl-18(ga97)
H1,2,7,7.5,ceh-16,egl-18(ga97)
H1,3,3,7.5,ceh-16,egl-18(ga97)
H1,5,0,7.5,ceh-16,egl-18(ga97)
H1,7,7,7.5,ceh-16,egl-18(ga97)
H1,9,6,7.5,ceh-16,egl-18(ga97)
H1,10,19,7.5,ceh-16,egl-18(ga97)
H1,13,14,7.5,ceh-16,egl-18(ga97)
H1,16,11,7.5,ceh-16,egl-18(ga97)
H1,18,0,7.5,ceh-16,egl-18(ga97)
H1,20,9,7.5,ceh-16,egl-18(ga97)
H1,21,2,7.5,ceh-16,egl-18(ga97)
H1,24,5,7.5,ceh-16,egl-18(ga97)
H1,25,8,7.5,ceh-16,egl-18(ga97)
H1,26,0,7.5,ceh-16,egl-18(ga97)
H1,29,3,7.5,ceh-16,egl-18(ga97)
H2,2,12,7.133333333,ceh-16,egl-18(ga97)
H2,7,16,7.133333333,ceh-16,egl-18(ga97)
H2,9,8,7.133333333,ceh-16,egl-18(ga97)
H2,13,9,7.133333333,ceh-16,egl-18(ga97)
H2,18,0,7.133333333,ceh-16,egl-18(ga97)
H2,19,3,7.133333333,ceh-16,egl-18(ga97)
H2,20,26,7.133333333,ceh-16,egl-18(ga97)
H2,21,1,7.133333333,ceh-16,egl-18(ga97)
H2,22,7,7.133333333,ceh-16,egl-18(ga97)
H2,23,3,7.133333333,ceh-16,egl-18(ga97)
H2,24,3,7.133333333,ceh-16,egl-18(ga97)
H2,25,8,7.133333333,ceh-16,egl-18(ga97)
H2,26,0,7.133333333,ceh-16,egl-18(ga97)
H2,27,4,7.133333333,ceh-16,egl-18(ga97)
H2,29,7,7.133333333,ceh-16,egl-18(ga97)
V1,2,16,10.8,ceh-16,egl-18(ga97)
V1,5,2,10.8,ceh-16,egl-18(ga97)
V1,6,14,10.8,ceh-16,egl-18(ga97)
V1,7,42,10.8,ceh-16,egl-18(ga97)
V1,8,3,10.8,ceh-16,egl-18(ga97)
V1,9,7,10.8,ceh-16,egl-18(ga97)
V1,13,15,10.8,ceh-16,egl-18(ga97)
V1,16,31,10.8,ceh-16,egl-18(ga97)
V1,18,2,10.8,ceh-16,egl-18(ga97)
V1,19,5,10.8,ceh-16,egl-18(ga97)
V1,20,22,10.8,ceh-16,egl-18(ga97)
V1,21,5,10.8,ceh-16,egl-18(ga97)
V1,22,26,10.8,ceh-16,egl-18(ga97)
V1,23,3,10.8,ceh-16,egl-18(ga97)
V1,24,3,10.8,ceh-16,egl-18(ga97)
V1,25,7,10.8,ceh-16,egl-18(ga97)
V1,26,0,10.8,ceh-16,egl-18(ga97)
V1,27,4,10.8,ceh-16,egl-18(ga97)
V1,28,0,10.8,ceh-16,egl-18(ga97)
V1,29,9,10.8,ceh-16,egl-18(ga97)
V2,1,42,11.43478261,ceh-16,egl-18(ga97)
V2,2,14,11.43478261,ceh-16,egl-18(ga97)
V2,3,15,11.43478261,ceh-16,egl-18(ga97)
V2,5,1,11.43478261,ceh-16,egl-18(ga97)
V2,7,19,11.43478261,ceh-16,egl-18(ga97)
V2,8,0,11.43478261,ceh-16,egl-18(ga97)
V2,9,14,11.43478261,ceh-16,egl-18(ga97)
V2,10,23,11.43478261,ceh-16,egl-18(ga97)
V2,12,9,11.43478261,ceh-16,egl-18(ga97)
V2,14,5,11.43478261,ceh-16,egl-18(ga97)
V2,15,4,11.43478261,ceh-16,egl-18(ga97)
V2,16,30,11.43478261,ceh-16,egl-18(ga97)
V2,18,2,11.43478261,ceh-16,egl-18(ga97)
V2,19,10,11.43478261,ceh-16,egl-18(ga97)
V2,20,26,11.43478261,ceh-16,egl-18(ga97)
V2,21,1,11.43478261,ceh-16,egl-18(ga97)
V2,22,18,11.43478261,ceh-16,egl-18(ga97)
V2,23,7,11.43478261,ceh-16,egl-18(ga97)
V2,24,5,11.43478261,ceh-16,egl-18(ga97)
V2,25,6,11.43478261,ceh-16,egl-18(ga97)
V2,27,9,11.43478261,ceh-16,egl-18(ga97)
V2,28,1,11.43478261,ceh-16,egl-18(ga97)
V2,29,2,11.43478261,ceh-16,egl-18(ga97)
V3,1,29,8.25,ceh-16,egl-18(ga97)
V3,2,3,8.25,ceh-16,egl-18(ga97)
V3,3,7,8.25,ceh-16,egl-18(ga97)
V3,5,0,8.25,ceh-16,egl-18(ga97)
V3,6,0,8.25,ceh-16,egl-18(ga97)
V3,7,20,8.25,ceh-16,egl-18(ga97)
V3,8,3,8.25,ceh-16,egl-18(ga97)
V3,9,7,8.25,ceh-16,egl-18(ga97)
V3,11,3,8.25,ceh-16,egl-18(ga97)
V3,12,10,8.25,ceh-16,egl-18(ga97)
V3,13,11,8.25,ceh-16,egl-18(ga97)
V3,14,4,8.25,ceh-16,egl-18(ga97)
V3,15,4,8.25,ceh-16,egl-18(ga97)
V3,16,39,8.25,ceh-16,egl-18(ga97)
V3,20,14,8.25,ceh-16,egl-18(ga97)
V3,21,3,8.25,ceh-16,egl-18(ga97)
V3,22,14,8.25,ceh-16,egl-18(ga97)
V3,23,5,8.25,ceh-16,egl-18(ga97)
V3,24,8,8.25,ceh-16,egl-18(ga97)
V3,25,4,8.25,ceh-16,egl-18(ga97)
V3,26,0,8.25,ceh-16,egl-18(ga97)
V3,27,8,8.25,ceh-16,egl-18(ga97)
V3,28,0,8.25,ceh-16,egl-18(ga97)
V3,29,2,8.25,ceh-16,egl-18(ga97)
V4,1,19,7.5,ceh-16,egl-18(ga97)
V4,3,9,7.5,ceh-16,egl-18(ga97)
V4,5,1,7.5,ceh-16,egl-18(ga97)
V4,6,13,7.5,ceh-16,egl-18(ga97)
V4,8,2,7.5,ceh-16,egl-18(ga97)
V4,10,7,7.5,ceh-16,egl-18(ga97)
V4,11,7,7.5,ceh-16,egl-18(ga97)
V4,12,8,7.5,ceh-16,egl-18(ga97)
V4,14,11,7.5,ceh-16,egl-18(ga97)
V4,15,8,7.5,ceh-16,egl-18(ga97)
V4,18,2,7.5,ceh-16,egl-18(ga97)
V4,20,18,7.5,ceh-16,egl-18(ga97)
V4,21,3,7.5,ceh-16,egl-18(ga97)
V4,23,6,7.5,ceh-16,egl-18(ga97)
V4,24,5,7.5,ceh-16,egl-18(ga97)
V4,25,4,7.5,ceh-16,egl-18(ga97)
V4,26,0,7.5,ceh-16,egl-18(ga97)
V4,27,10,7.5,ceh-16,egl-18(ga97)
V4,28,0,7.5,ceh-16,egl-18(ga97)
V4,29,17,7.5,ceh-16,egl-18(ga97)
V5,3,8,9.428571429,ceh-16,egl-18(ga97)
V5,6,17,9.428571429,ceh-16,egl-18(ga97)
V5,7,11,9.428571429,ceh-16,egl-18(ga97)
V5,8,1,9.428571429,ceh-16,egl-18(ga97)
V5,10,17,9.428571429,ceh-16,egl-18(ga97)
V5,11,2,9.428571429,ceh-16,egl-18(ga97)
V5,12,8,9.428571429,ceh-16,egl-18(ga97)
V5,14,3,9.428571429,ceh-16,egl-18(ga97)
V5,15,7,9.428571429,ceh-16,egl-18(ga97)
V5,16,29,9.428571429,ceh-16,egl-18(ga97)
V5,18,0,9.428571429,ceh-16,egl-18(ga97)
V5,19,12,9.428571429,ceh-16,egl-18(ga97)
V5,20,11,9.428571429,ceh-16,egl-18(ga97)
V5,21,3,9.428571429,ceh-16,egl-18(ga97)
V5,22,19,9.428571429,ceh-16,egl-18(ga97)
V5,23,6,9.428571429,ceh-16,egl-18(ga97)
V5,24,8,9.428571429,ceh-16,egl-18(ga97)
V5,25,34,9.428571429,ceh-16,egl-18(ga97)
V5,27,1,9.428571429,ceh-16,egl-18(ga97)
V5,28,0,9.428571429,ceh-16,egl-18(ga97)
V5,29,1,9.428571429,ceh-16,egl-18(ga97)
V6,3,8,6.523809524,ceh-16,egl-18(ga97)
V6,6,10,6.523809524,ceh-16,egl-18(ga97)
V6,7,18,6.523809524,ceh-16,egl-18(ga97)
V6,8,1,6.523809524,ceh-16,egl-18(ga97)
V6,10,14,6.523809524,ceh-16,egl-18(ga97)
V6,11,1,6.523809524,ceh-16,egl-18(ga97)
V6,12,3,6.523809524,ceh-16,egl-18(ga97)
V6,14,2,6.523809524,ceh-16,egl-18(ga97)
V6,15,3,6.523809524,ceh-16,egl-18(ga97)
V6,16,23,6.523809524,ceh-16,egl-18(ga97)
V6,18,0,6.523809524,ceh-16,egl-18(ga97)
V6,20,4,6.523809524,ceh-16,egl-18(ga97)
V6,21,0,6.523809524,ceh-16,egl-18(ga97)
V6,22,9,6.523809524,ceh-16,egl-18(ga97)
V6,23,10,6.523809524,ceh-16,egl-18(ga97)
V6,24,3,6.523809524,ceh-16,egl-18(ga97)
V6,25,15,6.523809524,ceh-16,egl-18(ga97)
V6,27,2,6.523809524,ceh-16,egl-18(ga97)
V6,28,3,6.523809524,ceh-16,egl-18(ga97)
V6,29,1,6.523809524,ceh-16,egl-18(ga97)
V6,6,7,6.523809524,ceh-16,egl-18(ga97)
T,3,9,4.363636364,ceh-16,egl-18(ga97)
T,6,8,4.363636364,ceh-16,egl-18(ga97)
T,7,0,4.363636364,ceh-16,egl-18(ga97)
T,8,0,4.363636364,ceh-16,egl-18(ga97)
T,10,8,4.363636364,ceh-16,egl-18(ga97)
T,11,6,4.363636364,ceh-16,egl-18(ga97)
T,12,3,4.363636364,ceh-16,egl-18(ga97)
T,14,7,4.363636364,ceh-16,egl-18(ga97)
T,15,2,4.363636364,ceh-16,egl-18(ga97)
T,16,13,4.363636364,ceh-16,egl-18(ga97)
T,18,0,4.363636364,ceh-16,egl-18(ga97)
T,19,12,4.363636364,ceh-16,egl-18(ga97)
T,20,4,4.363636364,ceh-16,egl-18(ga97)
T,21,0,4.363636364,ceh-16,egl-18(ga97)
T,22,8,4.363636364,ceh-16,egl-18(ga97)
T,23,5,4.363636364,ceh-16,egl-18(ga97)
T,24,3,4.363636364,ceh-16,egl-18(ga97)
T,25,7,4.363636364,ceh-16,egl-18(ga97)
T,27,0,4.363636364,ceh-16,egl-18(ga97)
T,28,0,4.363636364,ceh-16,egl-18(ga97)
T,29,1,4.363636364,ceh-16,egl-18(ga97)
T,6,0,4.363636364,ceh-16,egl-18(ga97)
H0,2,36,11.5,ceh-16,elt-1(ku491)
H0,3,7,11.5,ceh-16,elt-1(ku491)
H0,7,0,11.5,ceh-16,elt-1(ku491)
H0,9,3,11.5,ceh-16,elt-1(ku491)
H0,10,13,11.5,ceh-16,elt-1(ku491)
H0,11,6,11.5,ceh-16,elt-1(ku491)
H0,12,6,11.5,ceh-16,elt-1(ku491)
H0,13,8,11.5,ceh-16,elt-1(ku491)
H0,15,11,11.5,ceh-16,elt-1(ku491)
H0,16,25,11.5,ceh-16,elt-1(ku491)
H0,17,2,11.5,ceh-16,elt-1(ku491)
H0,19,17,11.5,ceh-16,elt-1(ku491)
H0,20,14,11.5,ceh-16,elt-1(ku491)
H0,22,17,11.5,ceh-16,elt-1(ku491)
H0,24,14,11.5,ceh-16,elt-1(ku491)
H0,25,15,11.5,ceh-16,elt-1(ku491)
H0,26,9,11.5,ceh-16,elt-1(ku491)
H0,30,13,11.5,ceh-16,elt-1(ku491)
H0,31,12,11.5,ceh-16,elt-1(ku491)
H0,32,25,11.5,ceh-16,elt-1(ku491)
H0,33,14,11.5,ceh-16,elt-1(ku491)
H0,37,12,11.5,ceh-16,elt-1(ku491)
H0,38,16,11.5,ceh-16,elt-1(ku491)
H0,39,8,11.5,ceh-16,elt-1(ku491)
H0,41,2,11.5,ceh-16,elt-1(ku491)
H0,42,4,11.5,ceh-16,elt-1(ku491)
H0,43,7,11.5,ceh-16,elt-1(ku491)
H0,44,6,11.5,ceh-16,elt-1(ku491)
H1,1,5,14.03125,ceh-16,elt-1(ku491)
H1,2,37,14.03125,ceh-16,elt-1(ku491)
H1,3,10,14.03125,ceh-16,elt-1(ku491)
H1,5,30,14.03125,ceh-16,elt-1(ku491)
H1,7,0,14.03125,ceh-16,elt-1(ku491)
H1,9,13,14.03125,ceh-16,elt-1(ku491)
H1,10,14,14.03125,ceh-16,elt-1(ku491)
H1,11,14,14.03125,ceh-16,elt-1(ku491)
H1,12,4,14.03125,ceh-16,elt-1(ku491)
H1,13,15,14.03125,ceh-16,elt-1(ku491)
H1,15,21,14.03125,ceh-16,elt-1(ku491)
H1,16,30,14.03125,ceh-16,elt-1(ku491)
H1,17,11,14.03125,ceh-16,elt-1(ku491)
H1,19,8,14.03125,ceh-16,elt-1(ku491)
H1,20,20,14.03125,ceh-16,elt-1(ku491)
H1,22,17,14.03125,ceh-16,elt-1(ku491)
H1,24,15,14.03125,ceh-16,elt-1(ku491)
H1,25,22,14.03125,ceh-16,elt-1(ku491)
H1,26,11,14.03125,ceh-16,elt-1(ku491)
H1,28,10,14.03125,ceh-16,elt-1(ku491)
H1,29,1,14.03125,ceh-16,elt-1(ku491)
H1,30,3,14.03125,ceh-16,elt-1(ku491)
H1,31,4,14.03125,ceh-16,elt-1(ku491)
H1,32,19,14.03125,ceh-16,elt-1(ku491)
H1,33,33,14.03125,ceh-16,elt-1(ku491)
H1,37,16,14.03125,ceh-16,elt-1(ku491)
H1,38,4,14.03125,ceh-16,elt-1(ku491)
H1,39,11,14.03125,ceh-16,elt-1(ku491)
H1,41,14,14.03125,ceh-16,elt-1(ku491)
H1,42,11,14.03125,ceh-16,elt-1(ku491)
H1,43,8,14.03125,ceh-16,elt-1(ku491)
H1,44,18,14.03125,ceh-16,elt-1(ku491)
H2,1,6,12.5,ceh-16,elt-1(ku491)
H2,2,34,12.5,ceh-16,elt-1(ku491)
H2,3,1,12.5,ceh-16,elt-1(ku491)
H2,5,32,12.5,ceh-16,elt-1(ku491)
H2,7,0,12.5,ceh-16,elt-1(ku491)
H2,9,2,12.5,ceh-16,elt-1(ku491)
H2,10,10,12.5,ceh-16,elt-1(ku491)
H2,11,2,12.5,ceh-16,elt-1(ku491)
H2,12,9,12.5,ceh-16,elt-1(ku491)
H2,13,5,12.5,ceh-16,elt-1(ku491)
H2,15,13,12.5,ceh-16,elt-1(ku491)
H2,16,24,12.5,ceh-16,elt-1(ku491)
H2,17,8,12.5,ceh-16,elt-1(ku491)
H2,19,17,12.5,ceh-16,elt-1(ku491)
H2,20,7,12.5,ceh-16,elt-1(ku491)
H2,22,19,12.5,ceh-16,elt-1(ku491)
H2,24,9,12.5,ceh-16,elt-1(ku491)
H2,25,24,12.5,ceh-16,elt-1(ku491)
H2,26,24,12.5,ceh-16,elt-1(ku491)
H2,28,19,12.5,ceh-16,elt-1(ku491)
H2,29,6,12.5,ceh-16,elt-1(ku491)
H2,30,5,12.5,ceh-16,elt-1(ku491)
H2,31,16,12.5,ceh-16,elt-1(ku491)
H2,32,29,12.5,ceh-16,elt-1(ku491)
H2,33,22,12.5,ceh-16,elt-1(ku491)
H2,37,10,12.5,ceh-16,elt-1(ku491)
H2,38,5,12.5,ceh-16,elt-1(ku491)
H2,39,8,12.5,ceh-16,elt-1(ku491)
H2,41,3,12.5,ceh-16,elt-1(ku491)
H2,42,5,12.5,ceh-16,elt-1(ku491)
H2,43,10,12.5,ceh-16,elt-1(ku491)
H2,44,16,12.5,ceh-16,elt-1(ku491)
V1,1,6,11.74193548,ceh-16,elt-1(ku491)
V1,2,52,11.74193548,ceh-16,elt-1(ku491)
V1,3,3,11.74193548,ceh-16,elt-1(ku491)
V1,5,38,11.74193548,ceh-16,elt-1(ku491)
V1,7,0,11.74193548,ceh-16,elt-1(ku491)
V1,9,5,11.74193548,ceh-16,elt-1(ku491)
V1,10,2,11.74193548,ceh-16,elt-1(ku491)
V1,11,11,11.74193548,ceh-16,elt-1(ku491)
V1,12,6,11.74193548,ceh-16,elt-1(ku491)
V1,13,5,11.74193548,ceh-16,elt-1(ku491)
V1,15,9,11.74193548,ceh-16,elt-1(ku491)
V1,16,11,11.74193548,ceh-16,elt-1(ku491)
V1,17,7,11.74193548,ceh-16,elt-1(ku491)
V1,19,25,11.74193548,ceh-16,elt-1(ku491)
V1,20,8,11.74193548,ceh-16,elt-1(ku491)
V1,22,11,11.74193548,ceh-16,elt-1(ku491)
V1,24,6,11.74193548,ceh-16,elt-1(ku491)
V1,25,23,11.74193548,ceh-16,elt-1(ku491)
V1,26,19,11.74193548,ceh-16,elt-1(ku491)
V1,28,23,11.74193548,ceh-16,elt-1(ku491)
V1,29,4,11.74193548,ceh-16,elt-1(ku491)
V1,30,6,11.74193548,ceh-16,elt-1(ku491)
V1,31,13,11.74193548,ceh-16,elt-1(ku491)
V1,32,21,11.74193548,ceh-16,elt-1(ku491)
V1,33,17,11.74193548,ceh-16,elt-1(ku491)
V1,38,7,11.74193548,ceh-16,elt-1(ku491)
V1,39,5,11.74193548,ceh-16,elt-1(ku491)
V1,41,0,11.74193548,ceh-16,elt-1(ku491)
V1,42,1,11.74193548,ceh-16,elt-1(ku491)
V1,43,11,11.74193548,ceh-16,elt-1(ku491)
V1,44,9,11.74193548,ceh-16,elt-1(ku491)
V2,1,4,12.5625,ceh-16,elt-1(ku491)
V2,2,35,12.5625,ceh-16,elt-1(ku491)
V2,3,8,12.5625,ceh-16,elt-1(ku491)
V2,5,30,12.5625,ceh-16,elt-1(ku491)
V2,7,7,12.5625,ceh-16,elt-1(ku491)
V2,9,5,12.5625,ceh-16,elt-1(ku491)
V2,10,5,12.5625,ceh-16,elt-1(ku491)
V2,11,6,12.5625,ceh-16,elt-1(ku491)
V2,12,13,12.5625,ceh-16,elt-1(ku491)
V2,13,8,12.5625,ceh-16,elt-1(ku491)
V2,15,8,12.5625,ceh-16,elt-1(ku491)
V2,16,21,12.5625,ceh-16,elt-1(ku491)
V2,17,13,12.5625,ceh-16,elt-1(ku491)
V2,19,23,12.5625,ceh-16,elt-1(ku491)
V2,20,6,12.5625,ceh-16,elt-1(ku491)
V2,22,7,12.5625,ceh-16,elt-1(ku491)
V2,24,11,12.5625,ceh-16,elt-1(ku491)
V2,25,21,12.5625,ceh-16,elt-1(ku491)
V2,26,21,12.5625,ceh-16,elt-1(ku491)
V2,28,20,12.5625,ceh-16,elt-1(ku491)
V2,29,4,12.5625,ceh-16,elt-1(ku491)
V2,30,9,12.5625,ceh-16,elt-1(ku491)
V2,31,16,12.5625,ceh-16,elt-1(ku491)
V2,32,17,12.5625,ceh-16,elt-1(ku491)
V2,33,27,12.5625,ceh-16,elt-1(ku491)
V2,37,9,12.5625,ceh-16,elt-1(ku491)
V2,38,5,12.5625,ceh-16,elt-1(ku491)
V2,39,1,12.5625,ceh-16,elt-1(ku491)
V2,41,12,12.5625,ceh-16,elt-1(ku491)
V2,42,3,12.5625,ceh-16,elt-1(ku491)
V2,43,10,12.5625,ceh-16,elt-1(ku491)
V2,44,17,12.5625,ceh-16,elt-1(ku491)
V3,1,5,12.4375,ceh-16,elt-1(ku491)
V3,2,19,12.4375,ceh-16,elt-1(ku491)
V3,3,4,12.4375,ceh-16,elt-1(ku491)
V3,5,27,12.4375,ceh-16,elt-1(ku491)
V3,7,7,12.4375,ceh-16,elt-1(ku491)
V3,9,4,12.4375,ceh-16,elt-1(ku491)
V3,10,7,12.4375,ceh-16,elt-1(ku491)
V3,11,14,12.4375,ceh-16,elt-1(ku491)
V3,12,13,12.4375,ceh-16,elt-1(ku491)
V3,13,5,12.4375,ceh-16,elt-1(ku491)
V3,15,15,12.4375,ceh-16,elt-1(ku491)
V3,16,17,12.4375,ceh-16,elt-1(ku491)
V3,17,7,12.4375,ceh-16,elt-1(ku491)
V3,19,14,12.4375,ceh-16,elt-1(ku491)
V3,20,5,12.4375,ceh-16,elt-1(ku491)
V3,22,10,12.4375,ceh-16,elt-1(ku491)
V3,24,8,12.4375,ceh-16,elt-1(ku491)
V3,25,23,12.4375,ceh-16,elt-1(ku491)
V3,26,13,12.4375,ceh-16,elt-1(ku491)
V3,28,18,12.4375,ceh-16,elt-1(ku491)
V3,29,3,12.4375,ceh-16,elt-1(ku491)
V3,30,6,12.4375,ceh-16,elt-1(ku491)
V3,31,31,12.4375,ceh-16,elt-1(ku491)
V3,32,11,12.4375,ceh-16,elt-1(ku491)
V3,33,15,12.4375,ceh-16,elt-1(ku491)
V3,37,27,12.4375,ceh-16,elt-1(ku491)
V3,38,18,12.4375,ceh-16,elt-1(ku491)
V3,39,11,12.4375,ceh-16,elt-1(ku491)
V3,41,5,12.4375,ceh-16,elt-1(ku491)
V3,42,0,12.4375,ceh-16,elt-1(ku491)
V3,43,11,12.4375,ceh-16,elt-1(ku491)
V3,44,25,12.4375,ceh-16,elt-1(ku491)
V4,1,0,13.1875,ceh-16,elt-1(ku491)
V4,2,36,13.1875,ceh-16,elt-1(ku491)
V4,3,10,13.1875,ceh-16,elt-1(ku491)
V4,5,22,13.1875,ceh-16,elt-1(ku491)
V4,7,3,13.1875,ceh-16,elt-1(ku491)
V4,9,4,13.1875,ceh-16,elt-1(ku491)
V4,10,21,13.1875,ceh-16,elt-1(ku491)
V4,11,11,13.1875,ceh-16,elt-1(ku491)
V4,12,2,13.1875,ceh-16,elt-1(ku491)
V4,13,2,13.1875,ceh-16,elt-1(ku491)
V4,15,11,13.1875,ceh-16,elt-1(ku491)
V4,16,26,13.1875,ceh-16,elt-1(ku491)
V4,17,4,13.1875,ceh-16,elt-1(ku491)
V4,19,21,13.1875,ceh-16,elt-1(ku491)
V4,20,8,13.1875,ceh-16,elt-1(ku491)
V4,22,7,13.1875,ceh-16,elt-1(ku491)
V4,24,5,13.1875,ceh-16,elt-1(ku491)
V4,25,20,13.1875,ceh-16,elt-1(ku491)
V4,26,8,13.1875,ceh-16,elt-1(ku491)
V4,28,32,13.1875,ceh-16,elt-1(ku491)
V4,29,4,13.1875,ceh-16,elt-1(ku491)
V4,30,30,13.1875,ceh-16,elt-1(ku491)
V4,31,14,13.1875,ceh-16,elt-1(ku491)
V4,32,17,13.1875,ceh-16,elt-1(ku491)
V4,33,19,13.1875,ceh-16,elt-1(ku491)
V4,37,10,13.1875,ceh-16,elt-1(ku491)
V4,38,39,13.1875,ceh-16,elt-1(ku491)
V4,39,0,13.1875,ceh-16,elt-1(ku491)
V4,41,12,13.1875,ceh-16,elt-1(ku491)
V4,42,1,13.1875,ceh-16,elt-1(ku491)
