Cell,Worm,mRNA,Mean,Probe,Strain
H1,49,36,14.4,ceh-16,WT(JR667)
H1,67,29,14.4,ceh-16,WT(JR667)
H1,24,27,14.4,ceh-16,WT(JR667)
H1,13,25,14.4,ceh-16,WT(JR667)
H1,26,25,14.4,ceh-16,WT(JR667)
H1,9,21,14.4,ceh-16,WT(JR667)
H1,54,21,14.4,ceh-16,WT(JR667)
H1,66,21,14.4,ceh-16,WT(JR667)
H1,40,19,14.4,ceh-16,WT(JR667)
H1,63,19,14.4,ceh-16,WT(JR667)
H1,33,18,14.4,ceh-16,WT(JR667)
H1,41,17,14.4,ceh-16,WT(JR667)
H1,37,16,14.4,ceh-16,WT(JR667)
H1,16,15,14.4,ceh-16,WT(JR667)
H1,21,13,14.4,ceh-16,WT(JR667)
H1,52,13,14.4,ceh-16,WT(JR667)
H1,43,12,14.4,ceh-16,WT(JR667)
H1,32,11,14.4,ceh-16,WT(JR667)
H1,2,10,14.4,ceh-16,WT(JR667)
H1,30,9,14.4,ceh-16,WT(JR667)
H1,58,9,14.4,ceh-16,WT(JR667)
H1,39,8,14.4,ceh-16,WT(JR667)
H1,46,7,14.4,ceh-16,WT(JR667)
H1,50,7,14.4,ceh-16,WT(JR667)
H1,25,6,14.4,ceh-16,WT(JR667)
H1,55,6,14.4,ceh-16,WT(JR667)
H1,14,4,14.4,ceh-16,WT(JR667)
H1,18,4,14.4,ceh-16,WT(JR667)
H1,20,4,14.4,ceh-16,WT(JR667)
H1,36,0,14.4,ceh-16,WT(JR667)
H2,33,35,7.542857143,ceh-16,WT(JR667)
H2,26,17,7.542857143,ceh-16,WT(JR667)
H2,52,16,7.542857143,ceh-16,WT(JR667)
H2,39,15,7.542857143,ceh-16,WT(JR667)
H2,13,12,7.542857143,ceh-16,WT(JR667)
H2,32,12,7.542857143,ceh-16,WT(JR667)
H2,2,10,7.542857143,ceh-16,WT(JR667)
H2,25,10,7.542857143,ceh-16,WT(JR667)
H2,46,10,7.542857143,ceh-16,WT(JR667)
H2,16,9,7.542857143,ceh-16,WT(JR667)
H2,17,9,7.542857143,ceh-16,WT(JR667)
H2,38,9,7.542857143,ceh-16,WT(JR667)
H2,50,9,7.542857143,ceh-16,WT(JR667)
H2,21,8,7.542857143,ceh-16,WT(JR667)
H2,18,7,7.542857143,ceh-16,WT(JR667)
H2,43,7,7.542857143,ceh-16,WT(JR667)
H2,54,7,7.542857143,ceh-16,WT(JR667)
H2,67,7,7.542857143,ceh-16,WT(JR667)
H2,9,6,7.542857143,ceh-16,WT(JR667)
H2,64,6,7.542857143,ceh-16,WT(JR667)
H2,4,5,7.542857143,ceh-16,WT(JR667)
H2,40,5,7.542857143,ceh-16,WT(JR667)
H2,42,5,7.542857143,ceh-16,WT(JR667)
H2,55,5,7.542857143,ceh-16,WT(JR667)
H2,66,5,7.542857143,ceh-16,WT(JR667)
H2,24,3,7.542857143,ceh-16,WT(JR667)
H2,58,3,7.542857143,ceh-16,WT(JR667)
H2,14,2,7.542857143,ceh-16,WT(JR667)
H2,20,2,7.542857143,ceh-16,WT(JR667)
H2,30,2,7.542857143,ceh-16,WT(JR667)
H2,36,2,7.542857143,ceh-16,WT(JR667)
H2,37,2,7.542857143,ceh-16,WT(JR667)
H2,49,1,7.542857143,ceh-16,WT(JR667)
H2,63,1,7.542857143,ceh-16,WT(JR667)
H2,41,0,7.542857143,ceh-16,WT(JR667)
H0,37,28,13.71428571,ceh-16,WT(JR667)
H0,41,27,13.71428571,ceh-16,WT(JR667)
H0,9,25,13.71428571,ceh-16,WT(JR667)
H0,49,25,13.71428571,ceh-16,WT(JR667)
H0,14,21,13.71428571,ceh-16,WT(JR667)
H0,39,21,13.71428571,ceh-16,WT(JR667)
H0,58,19,13.71428571,ceh-16,WT(JR667)
H0,13,18,13.71428571,ceh-16,WT(JR667)
H0,25,16,13.71428571,ceh-16,WT(JR667)
H0,40,16,13.71428571,ceh-16,WT(JR667)
H0,54,14,13.71428571,ceh-16,WT(JR667)
H0,67,14,13.71428571,ceh-16,WT(JR667)
H0,20,13,13.71428571,ceh-16,WT(JR667)
H0,24,13,13.71428571,ceh-16,WT(JR667)
H0,26,13,13.71428571,ceh-16,WT(JR667)
H0,43,13,13.71428571,ceh-16,WT(JR667)
H0,55,12,13.71428571,ceh-16,WT(JR667)
H0,63,11,13.71428571,ceh-16,WT(JR667)
H0,32,9,13.71428571,ceh-16,WT(JR667)
H0,36,9,13.71428571,ceh-16,WT(JR667)
H0,2,8,13.71428571,ceh-16,WT(JR667)
H0,21,8,13.71428571,ceh-16,WT(JR667)
H0,16,7,13.71428571,ceh-16,WT(JR667)
H0,50,7,13.71428571,ceh-16,WT(JR667)
H0,52,6,13.71428571,ceh-16,WT(JR667)
H0,66,6,13.71428571,ceh-16,WT(JR667)
H0,18,4,13.71428571,ceh-16,WT(JR667)
H0,30,1,13.71428571,ceh-16,WT(JR667)
H0,1,31,16.67857143,ceh-16,ceh-16(bp323)
H0,2,3,16.67857143,ceh-16,ceh-16(bp323)
H0,3,42,16.67857143,ceh-16,ceh-16(bp323)
H0,4,18,16.67857143,ceh-16,ceh-16(bp323)
H0,5,34,16.67857143,ceh-16,ceh-16(bp323)
H0,6,37,16.67857143,ceh-16,ceh-16(bp323)
H0,7,54,16.67857143,ceh-16,ceh-16(bp323)
H0,9,11,16.67857143,ceh-16,ceh-16(bp323)
H0,14,5,16.67857143,ceh-16,ceh-16(bp323)
H0,15,13,16.67857143,ceh-16,ceh-16(bp323)
H0,16,12,16.67857143,ceh-16,ceh-16(bp323)
H0,25,3,16.67857143,ceh-16,ceh-16(bp323)
H0,28,11,16.67857143,ceh-16,ceh-16(bp323)
H0,29,6,16.67857143,ceh-16,ceh-16(bp323)
H0,30,64,16.67857143,ceh-16,ceh-16(bp323)
H0,31,38,16.67857143,ceh-16,ceh-16(bp323)
H0,32,8,16.67857143,ceh-16,ceh-16(bp323)
H0,33,8,16.67857143,ceh-16,ceh-16(bp323)
H0,34,16,16.67857143,ceh-16,ceh-16(bp323)
H0,35,4,16.67857143,ceh-16,ceh-16(bp323)
H0,36,0,16.67857143,ceh-16,ceh-16(bp323)
H0,37,7,16.67857143,ceh-16,ceh-16(bp323)
H0,38,19,16.67857143,ceh-16,ceh-16(bp323)
H0,39,1,16.67857143,ceh-16,ceh-16(bp323)
H0,40,6,16.67857143,ceh-16,ceh-16(bp323)
H0,41,16,16.67857143,ceh-16,ceh-16(bp323)
H0,44,0,16.67857143,ceh-16,ceh-16(bp323)
H0,45,0,16.67857143,ceh-16,ceh-16(bp323)
H1,17,7,18.10344828,ceh-16,ceh-16(bp323)
H1,1,30,18.10344828,ceh-16,ceh-16(bp323)
H1,2,4,18.10344828,ceh-16,ceh-16(bp323)
H1,3,44,18.10344828,ceh-16,ceh-16(bp323)
H1,4,18,18.10344828,ceh-16,ceh-16(bp323)
H1,5,24,18.10344828,ceh-16,ceh-16(bp323)
H1,6,43,18.10344828,ceh-16,ceh-16(bp323)
H1,7,51,18.10344828,ceh-16,ceh-16(bp323)
H1,9,20,18.10344828,ceh-16,ceh-16(bp323)
H1,14,11,18.10344828,ceh-16,ceh-16(bp323)
H1,15,18,18.10344828,ceh-16,ceh-16(bp323)
H1,16,11,18.10344828,ceh-16,ceh-16(bp323)
H1,25,4,18.10344828,ceh-16,ceh-16(bp323)
H1,28,15,18.10344828,ceh-16,ceh-16(bp323)
H1,29,4,18.10344828,ceh-16,ceh-16(bp323)
H1,30,59,18.10344828,ceh-16,ceh-16(bp323)
H1,31,40,18.10344828,ceh-16,ceh-16(bp323)
H1,32,6,18.10344828,ceh-16,ceh-16(bp323)
H1,33,3,18.10344828,ceh-16,ceh-16(bp323)
H1,34,18,18.10344828,ceh-16,ceh-16(bp323)
H1,35,7,18.10344828,ceh-16,ceh-16(bp323)
H1,36,0,18.10344828,ceh-16,ceh-16(bp323)
H1,37,27,18.10344828,ceh-16,ceh-16(bp323)
H1,38,26,18.10344828,ceh-16,ceh-16(bp323)
H1,39,3,18.10344828,ceh-16,ceh-16(bp323)
H1,40,7,18.10344828,ceh-16,ceh-16(bp323)
H1,41,21,18.10344828,ceh-16,ceh-16(bp323)
H1,44,2,18.10344828,ceh-16,ceh-16(bp323)
H1,45,2,18.10344828,ceh-16,ceh-16(bp323)
H2,17,1,23.5,ceh-16,ceh-16(bp323)
H2,1,44,23.5,ceh-16,ceh-16(bp323)
H2,2,5,23.5,ceh-16,ceh-16(bp323)
H2,3,65,23.5,ceh-16,ceh-16(bp323)
H2,4,7,23.5,ceh-16,ceh-16(bp323)
H2,5,51,23.5,ceh-16,ceh-16(bp323)
H2,6,54,23.5,ceh-16,ceh-16(bp323)
H2,7,73,23.5,ceh-16,ceh-16(bp323)
H2,9,16,23.5,ceh-16,ceh-16(bp323)
H2,11,11,23.5,ceh-16,ceh-16(bp323)
H2,14,10,23.5,ceh-16,ceh-16(bp323)
H2,15,31,23.5,ceh-16,ceh-16(bp323)
H2,16,27,23.5,ceh-16,ceh-16(bp323)
H2,25,13,23.5,ceh-16,ceh-16(bp323)
H2,28,26,23.5,ceh-16,ceh-16(bp323)
H2,29,2,23.5,ceh-16,ceh-16(bp323)
H2,30,76,23.5,ceh-16,ceh-16(bp323)
H2,31,63,23.5,ceh-16,ceh-16(bp323)
H2,32,12,23.5,ceh-16,ceh-16(bp323)
H2,33,10,23.5,ceh-16,ceh-16(bp323)
H2,34,13,23.5,ceh-16,ceh-16(bp323)
H2,35,4,23.5,ceh-16,ceh-16(bp323)
H2,36,0,23.5,ceh-16,ceh-16(bp323)
H2,37,16,23.5,ceh-16,ceh-16(bp323)
H2,38,27,23.5,ceh-16,ceh-16(bp323)
H2,39,2,23.5,ceh-16,ceh-16(bp323)
H2,40,11,23.5,ceh-16,ceh-16(bp323)
H2,41,32,23.5,ceh-16,ceh-16(bp323)
H2,44,1,23.5,ceh-16,ceh-16(bp323)
H2,45,2,23.5,ceh-16,ceh-16(bp323)
V1,17,29,22.53333333,ceh-16,ceh-16(bp323)
V1,1,73,22.53333333,ceh-16,ceh-16(bp323)
V1,2,7,22.53333333,ceh-16,ceh-16(bp323)
V1,3,49,22.53333333,ceh-16,ceh-16(bp323)
V1,4,24,22.53333333,ceh-16,ceh-16(bp323)
V1,5,72,22.53333333,ceh-16,ceh-16(bp323)
V1,6,47,22.53333333,ceh-16,ceh-16(bp323)
V1,7,66,22.53333333,ceh-16,ceh-16(bp323)
V1,9,12,22.53333333,ceh-16,ceh-16(bp323)
V1,11,4,22.53333333,ceh-16,ceh-16(bp323)
V1,14,23,22.53333333,ceh-16,ceh-16(bp323)
V1,15,0,22.53333333,ceh-16,ceh-16(bp323)
V1,16,24,22.53333333,ceh-16,ceh-16(bp323)
V1,25,6,22.53333333,ceh-16,ceh-16(bp323)
V1,28,14,22.53333333,ceh-16,ceh-16(bp323)
V1,29,5,22.53333333,ceh-16,ceh-16(bp323)
V1,30,44,22.53333333,ceh-16,ceh-16(bp323)
V1,31,28,22.53333333,ceh-16,ceh-16(bp323)
V1,32,12,22.53333333,ceh-16,ceh-16(bp323)
V1,33,10,22.53333333,ceh-16,ceh-16(bp323)
V1,34,28,22.53333333,ceh-16,ceh-16(bp323)
V1,35,6,22.53333333,ceh-16,ceh-16(bp323)
V1,36,0,22.53333333,ceh-16,ceh-16(bp323)
V1,37,13,22.53333333,ceh-16,ceh-16(bp323)
V1,38,50,22.53333333,ceh-16,ceh-16(bp323)
V1,39,4,22.53333333,ceh-16,ceh-16(bp323)
V1,40,5,22.53333333,ceh-16,ceh-16(bp323)
V1,41,21,22.53333333,ceh-16,ceh-16(bp323)
V1,44,0,22.53333333,ceh-16,ceh-16(bp323)
V1,45,0,22.53333333,ceh-16,ceh-16(bp323)
V2,17,0,23.1,ceh-16,ceh-16(bp323)
V2,1,49,23.1,ceh-16,ceh-16(bp323)
V2,2,9,23.1,ceh-16,ceh-16(bp323)
V2,3,39,23.1,ceh-16,ceh-16(bp323)
V2,4,31,23.1,ceh-16,ceh-16(bp323)
V2,5,66,23.1,ceh-16,ceh-16(bp323)
V2,6,42,23.1,ceh-16,ceh-16(bp323)
V2,7,69,23.1,ceh-16,ceh-16(bp323)
V2,9,13,23.1,ceh-16,ceh-16(bp323)
V2,11,5,23.1,ceh-16,ceh-16(bp323)
V2,14,18,23.1,ceh-16,ceh-16(bp323)
V2,15,26,23.1,ceh-16,ceh-16(bp323)
V2,16,14,23.1,ceh-16,ceh-16(bp323)
V2,25,10,23.1,ceh-16,ceh-16(bp323)
V2,28,24,23.1,ceh-16,ceh-16(bp323)
V2,29,6,23.1,ceh-16,ceh-16(bp323)
V2,30,55,23.1,ceh-16,ceh-16(bp323)
V2,31,24,23.1,ceh-16,ceh-16(bp323)
V2,32,9,23.1,ceh-16,ceh-16(bp323)
V2,33,8,23.1,ceh-16,ceh-16(bp323)
V2,34,27,23.1,ceh-16,ceh-16(bp323)
V2,35,13,23.1,ceh-16,ceh-16(bp323)
V2,36,0,23.1,ceh-16,ceh-16(bp323)
V2,37,22,23.1,ceh-16,ceh-16(bp323)
V2,38,56,23.1,ceh-16,ceh-16(bp323)
V2,39,2,23.1,ceh-16,ceh-16(bp323)
V2,40,9,23.1,ceh-16,ceh-16(bp323)
V2,41,46,23.1,ceh-16,ceh-16(bp323)
V2,44,1,23.1,ceh-16,ceh-16(bp323)
V2,45,0,23.1,ceh-16,ceh-16(bp323)
V3,17,38,19.46428571,ceh-16,ceh-16(bp323)
V3,2,11,19.46428571,ceh-16,ceh-16(bp323)
V3,3,60,19.46428571,ceh-16,ceh-16(bp323)
V3,4,39,19.46428571,ceh-16,ceh-16(bp323)
V3,6,30,19.46428571,ceh-16,ceh-16(bp323)
V3,7,50,19.46428571,ceh-16,ceh-16(bp323)
V3,9,15,19.46428571,ceh-16,ceh-16(bp323)
V3,11,5,19.46428571,ceh-16,ceh-16(bp323)
V3,14,9,19.46428571,ceh-16,ceh-16(bp323)
V3,15,18,19.46428571,ceh-16,ceh-16(bp323)
V3,16,15,19.46428571,ceh-16,ceh-16(bp323)
V3,25,4,19.46428571,ceh-16,ceh-16(bp323)
V3,28,19,19.46428571,ceh-16,ceh-16(bp323)
V3,29,5,19.46428571,ceh-16,ceh-16(bp323)
V3,30,31,19.46428571,ceh-16,ceh-16(bp323)
V3,31,27,19.46428571,ceh-16,ceh-16(bp323)
V3,32,13,19.46428571,ceh-16,ceh-16(bp323)
V3,33,5,19.46428571,ceh-16,ceh-16(bp323)
V3,34,24,19.46428571,ceh-16,ceh-16(bp323)
V3,35,10,19.46428571,ceh-16,ceh-16(bp323)
V3,36,0,19.46428571,ceh-16,ceh-16(bp323)
V3,37,28,19.46428571,ceh-16,ceh-16(bp323)
V3,38,43,19.46428571,ceh-16,ceh-16(bp323)
V3,39,1,19.46428571,ceh-16,ceh-16(bp323)
V3,40,8,19.46428571,ceh-16,ceh-16(bp323)
V3,41,31,19.46428571,ceh-16,ceh-16(bp323)
V3,44,2,19.46428571,ceh-16,ceh-16(bp323)
V3,45,4,19.46428571,ceh-16,ceh-16(bp323)
V4,17,20,17.55555556,ceh-16,ceh-16(bp323)
V4,2,5,17.55555556,ceh-16,ceh-16(bp323)
V4,3,59,17.55555556,ceh-16,ceh-16(bp323)
V4,4,39,17.55555556,ceh-16,ceh-16(bp323)
V4,6,24,17.55555556,ceh-16,ceh-16(bp323)
V4,7,54,17.55555556,ceh-16,ceh-16(bp323)
V4,9,11,17.55555556,ceh-16,ceh-16(bp323)
V4,11,5,17.55555556,ceh-16,ceh-16(bp323)
V4,14,14,17.55555556,ceh-16,ceh-16(bp323)
V4,15,24,17.55555556,ceh-16,ceh-16(bp323)
V4,16,9,17.55555556,ceh-16,ceh-16(bp323)
V4,25,1,17.55555556,ceh-16,ceh-16(bp323)
V4,28,26,17.55555556,ceh-16,ceh-16(bp323)
V4,29,14,17.55555556,ceh-16,ceh-16(bp323)
V4,31,32,17.55555556,ceh-16,ceh-16(bp323)
V4,32,13,17.55555556,ceh-16,ceh-16(bp323)
