Cell,Worm,mRNA,Mean,Probe,Strain,Time,Root_Cell,Cell_Value
H0,1.0,1.0,9.2,ceh-16,WT(JR667),10,H0,
H0,2.0,6.0,9.2,ceh-16,WT(JR667),10,H0,
H0,4.0,12.0,9.2,ceh-16,WT(JR667),10,H0,
H0,5.0,0.0,9.2,ceh-16,WT(JR667),10,H0,
H0,6.0,12.0,9.2,ceh-16,WT(JR667),10,H0,
H0,7.0,14.0,9.2,ceh-16,WT(JR667),10,H0,
H0,8.0,14.0,9.2,ceh-16,WT(JR667),10,H0,
H0,9.0,22.0,9.2,ceh-16,WT(JR667),10,H0,
H0,10.0,3.0,9.2,ceh-16,WT(JR667),10,H0,
H0,11.0,4.0,9.2,ceh-16,WT(JR667),10,H0,
H0,12.0,10.0,9.2,ceh-16,WT(JR667),10,H0,
H0,13.0,5.0,9.2,ceh-16,WT(JR667),10,H0,
H0,15.0,14.0,9.2,ceh-16,WT(JR667),10,H0,
H0,16.0,0.0,9.2,ceh-16,WT(JR667),10,H0,
H0,20.0,8.0,9.2,ceh-16,WT(JR667),10,H0,
H0,21.0,3.0,9.2,ceh-16,WT(JR667),10,H0,
H0,22.0,4.0,9.2,ceh-16,WT(JR667),10,H0,
H0,23.0,14.0,9.2,ceh-16,WT(JR667),10,H0,
H0,25.0,7.0,9.2,ceh-16,WT(JR667),10,H0,
H0,26.0,1.0,9.2,ceh-16,WT(JR667),10,H0,
H0,27.0,5.0,9.2,ceh-16,WT(JR667),10,H0,
H0,28.0,7.0,9.2,ceh-16,WT(JR667),10,H0,
H0,29.0,43.0,9.2,ceh-16,WT(JR667),10,H0,
H0,30.0,10.0,9.2,ceh-16,WT(JR667),10,H0,
H0,31.0,3.0,9.2,ceh-16,WT(JR667),10,H0,
H0,32.0,24.0,9.2,ceh-16,WT(JR667),10,H0,
H0,33.0,9.0,9.2,ceh-16,WT(JR667),10,H0,
H0,34.0,6.0,9.2,ceh-16,WT(JR667),10,H0,
H0,35.0,8.0,9.2,ceh-16,WT(JR667),10,H0,
H0,36.0,7.0,9.2,ceh-16,WT(JR667),10,H0,
H2,1.0,2.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,2.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,4.0,26.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,5.0,4.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,6.0,6.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,7.0,9.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,8.0,11.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,9.0,23.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,10.0,4.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,11.0,6.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,12.0,13.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,13.0,12.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,15.0,14.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,16.0,4.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,20.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,21.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,22.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,23.0,1.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,25.0,5.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,26.0,9.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,27.0,1.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,28.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,29.0,51.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,30.0,15.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,31.0,2.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,32.0,18.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,33.0,13.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,34.0,3.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,35.0,25.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
H2,36.0,6.0,9.933333333333334,ceh-16,WT(JR667),10,H2,
V1,1.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,2.0,7.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,4.0,19.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,5.0,4.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,6.0,9.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,7.0,14.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,8.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,9.0,15.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,10.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,11.0,4.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,12.0,14.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,13.0,13.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,15.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,16.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,20.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,21.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,22.0,0.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,23.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,25.0,17.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,26.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,27.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,28.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,29.0,26.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,30.0,12.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,31.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,32.0,11.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,33.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,34.0,3.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,35.0,12.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V1,36.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V1,
V2,1.0,0.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,2.0,5.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,4.0,11.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,5.0,7.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,6.0,3.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,7.0,11.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,8.0,11.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,9.0,25.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,10.0,1.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,11.0,4.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,12.0,12.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,13.0,5.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,15.0,11.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,16.0,0.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,20.0,10.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,21.0,0.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,22.0,0.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,23.0,1.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,25.0,15.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,26.0,3.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,27.0,1.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,28.0,1.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,29.0,35.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,30.0,3.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,31.0,8.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,32.0,5.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,33.0,7.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,34.0,10.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,35.0,6.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V2,36.0,6.0,7.2333333333333325,ceh-16,WT(JR667),10,V2,
V3,1.0,0.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,2.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,4.0,10.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,5.0,3.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,6.0,9.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,7.0,12.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,8.0,4.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,9.0,20.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,10.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,11.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,12.0,10.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,13.0,5.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,15.0,7.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,16.0,1.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,20.0,3.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,21.0,0.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,22.0,0.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,23.0,7.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,25.0,8.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,26.0,3.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,27.0,3.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,28.0,9.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,29.0,61.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,30.0,6.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,31.0,2.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,32.0,4.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,33.0,10.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,34.0,4.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,35.0,19.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V3,36.0,5.0,7.633333333333334,ceh-16,WT(JR667),10,V3,
V4,1.0,1.0,6.5,ceh-16,WT(JR667),10,V4,
V4,2.0,1.0,6.5,ceh-16,WT(JR667),10,V4,
V4,4.0,20.0,6.5,ceh-16,WT(JR667),10,V4,
V4,5.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,6.0,3.0,6.5,ceh-16,WT(JR667),10,V4,
V4,7.0,4.0,6.5,ceh-16,WT(JR667),10,V4,
V4,8.0,1.0,6.5,ceh-16,WT(JR667),10,V4,
V4,9.0,24.0,6.5,ceh-16,WT(JR667),10,V4,
V4,10.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,11.0,6.0,6.5,ceh-16,WT(JR667),10,V4,
V4,12.0,5.0,6.5,ceh-16,WT(JR667),10,V4,
V4,13.0,15.0,6.5,ceh-16,WT(JR667),10,V4,
V4,15.0,7.0,6.5,ceh-16,WT(JR667),10,V4,
V4,16.0,3.0,6.5,ceh-16,WT(JR667),10,V4,
V4,20.0,5.0,6.5,ceh-16,WT(JR667),10,V4,
V4,21.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,22.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,23.0,1.0,6.5,ceh-16,WT(JR667),10,V4,
V4,25.0,8.0,6.5,ceh-16,WT(JR667),10,V4,
V4,26.0,1.0,6.5,ceh-16,WT(JR667),10,V4,
V4,27.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,28.0,10.0,6.5,ceh-16,WT(JR667),10,V4,
V4,29.0,36.0,6.5,ceh-16,WT(JR667),10,V4,
V4,30.0,10.0,6.5,ceh-16,WT(JR667),10,V4,
V4,31.0,0.0,6.5,ceh-16,WT(JR667),10,V4,
V4,32.0,9.0,6.5,ceh-16,WT(JR667),10,V4,
V4,33.0,9.0,6.5,ceh-16,WT(JR667),10,V4,
V4,34.0,6.0,6.5,ceh-16,WT(JR667),10,V4,
V4,35.0,8.0,6.5,ceh-16,WT(JR667),10,V4,
V4,36.0,2.0,6.5,ceh-16,WT(JR667),10,V4,
V5a,1.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,2.0,4.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,4.0,7.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,5.0,1.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,6.0,1.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,7.0,2.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,8.0,2.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,9.0,9.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,11.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,12.0,8.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,16.0,2.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,20.0,4.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,21.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,22.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,23.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,25.0,3.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,26.0,4.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,27.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,28.0,4.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,29.0,32.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,30.0,8.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,31.0,0.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,32.0,1.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,33.0,3.0,3.88,ceh-16,WT(JR667),10,V5,a
V5a,34.0,2.0,3.88,ceh-16,WT(JR667),10,V5,a
V5p,1.0,2.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,2.0,1.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,4.0,9.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,5.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,6.0,7.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,7.0,6.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,8.0,2.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,9.0,16.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,10.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,11.0,2.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,12.0,5.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,13.0,10.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,15.0,9.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,16.0,6.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,20.0,4.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,21.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,22.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,23.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,25.0,5.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,26.0,1.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,27.0,0.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,28.0,4.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,29.0,26.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,30.0,3.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,31.0,2.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,32.0,2.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,33.0,5.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,34.0,6.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,35.0,6.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
V5p,36.0,3.0,4.733333333333333,ceh-16,WT(JR667),10,V5,p
T,1.0,0.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,2.0,11.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,4.0,20.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,5.0,9.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,6.0,12.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,7.0,8.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,8.0,9.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,9.0,16.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,11.0,20.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,12.0,14.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,13.0,15.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,15.0,29.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,16.0,2.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,20.0,2.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,21.0,3.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,22.0,10.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,23.0,8.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,25.0,15.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,26.0,4.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,27.0,15.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,28.0,13.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,29.0,22.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,30.0,13.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,31.0,7.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,32.0,13.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,33.0,14.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,34.0,6.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,35.0,21.0,12.344827586206893,ceh-16,WT(JR667),10,T,
T,36.0,27.0,12.344827586206893,ceh-16,WT(JR667),10,T,
V6,1.0,0.0,5.5,ceh-16,WT(JR667),10,V6,
V6,2.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,4.0,14.0,5.5,ceh-16,WT(JR667),10,V6,
V6,5.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,6.0,0.0,5.5,ceh-16,WT(JR667),10,V6,
V6,7.0,5.0,5.5,ceh-16,WT(JR667),10,V6,
V6,8.0,9.0,5.5,ceh-16,WT(JR667),10,V6,
V6,9.0,24.0,5.5,ceh-16,WT(JR667),10,V6,
V6,10.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,11.0,6.0,5.5,ceh-16,WT(JR667),10,V6,
V6,12.0,7.0,5.5,ceh-16,WT(JR667),10,V6,
V6,13.0,8.0,5.5,ceh-16,WT(JR667),10,V6,
V6,15.0,8.0,5.5,ceh-16,WT(JR667),10,V6,
V6,16.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,20.0,4.0,5.5,ceh-16,WT(JR667),10,V6,
V6,21.0,0.0,5.5,ceh-16,WT(JR667),10,V6,
V6,22.0,0.0,5.5,ceh-16,WT(JR667),10,V6,
V6,23.0,1.0,5.5,ceh-16,WT(JR667),10,V6,
V6,25.0,7.0,5.5,ceh-16,WT(JR667),10,V6,
V6,26.0,1.0,5.5,ceh-16,WT(JR667),10,V6,
V6,27.0,0.0,5.5,ceh-16,WT(JR667),10,V6,
V6,28.0,4.0,5.5,ceh-16,WT(JR667),10,V6,
V6,29.0,33.0,5.5,ceh-16,WT(JR667),10,V6,
V6,30.0,11.0,5.5,ceh-16,WT(JR667),10,V6,
V6,31.0,1.0,5.5,ceh-16,WT(JR667),10,V6,
V6,32.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,33.0,2.0,5.5,ceh-16,WT(JR667),10,V6,
V6,34.0,1.0,5.5,ceh-16,WT(JR667),10,V6,
V6,35.0,8.0,5.5,ceh-16,WT(JR667),10,V6,
V6,36.0,1.0,5.5,ceh-16,WT(JR667),10,V6,
H1,1.0,0.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,2.0,18.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,4.0,15.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,5.0,3.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,6.0,13.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,7.0,11.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,8.0,5.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,9.0,42.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,10.0,3.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,11.0,8.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,12.0,11.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,13.0,10.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,15.0,17.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,16.0,0.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,20.0,11.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,21.0,6.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,22.0,6.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,23.0,23.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,25.0,12.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,26.0,8.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,27.0,3.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,28.0,7.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,29.0,42.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,30.0,18.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,31.0,7.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,32.0,20.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,33.0,0.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,34.0,6.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,35.0,23.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H1,36.0,16.0,12.133333333333333,ceh-16,WT(JR667),10,H1,
H0,1.0,5.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,3.0,6.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,4.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,5.0,2.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,6.0,3.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,8.0,10.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,9.0,11.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,10.0,13.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,11.0,10.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,12.0,7.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,13.0,7.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,14.0,6.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,15.0,6.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,16.0,22.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,18.0,11.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,20.0,24.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,21.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,22.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,23.0,23.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,25.0,11.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,30.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,31.0,3.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,35.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,36.0,17.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,37.0,0.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,40.0,14.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,41.0,4.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,42.0,3.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,43.0,9.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,45.0,5.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,46.0,10.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,47.0,13.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,48.0,2.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,50.0,26.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,51.0,8.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,52.0,8.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,53.0,10.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,54.0,11.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,55.0,5.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,56.0,0.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,57.0,12.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,58.0,3.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,59.0,0.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,61.0,6.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,63.0,15.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,64.0,1.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,66.0,17.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H0,67.0,5.0,9.25,ceh-16,ceh-16(bp323),10,H0,
H2,1.0,5.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
H2,3.0,9.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
H2,4.0,21.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
H2,5.0,2.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
H2,6.0,13.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
H2,8.0,15.0,14.708333333333336,ceh-16,ceh-16(bp323),10,H2,
