Cell,Worm,mRNA,Mean,Probe,Strain,Time,Root_Cell,Cell_Value
V6,128.0,36.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,129.0,8.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,131.0,17.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,132.0,12.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,133.0,11.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,135.0,30.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,137.0,21.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,138.0,4.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,139.0,45.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,140.0,52.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,142.0,34.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,144.0,11.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,146.0,0.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,147.0,15.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,151.0,8.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,152.0,9.0,13.727272727272727,egl-18,WT(JR667),25,V6,
V6,154.0,4.0,13.727272727272727,egl-18,WT(JR667),25,V6,
H2,5.0,11.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,10.0,16.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,25.0,13.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,38.0,12.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,48.0,0.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,78.0,22.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,84.0,3.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,105.0,8.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,106.0,2.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,107.0,0.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,109.0,7.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,110.0,7.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,111.0,0.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,113.0,1.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,115.0,0.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,122.0,21.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,124.0,14.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,126.0,18.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,127.0,10.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,128.0,44.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,130.0,49.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,131.0,14.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,132.0,7.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,134.0,73.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,136.0,65.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,137.0,39.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,138.0,43.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,139.0,81.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,141.0,40.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,142.0,31.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,144.0,17.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,146.0,0.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,147.0,24.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,151.0,37.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,152.0,18.0,21.86111111111111,egl-18,WT(JR667),25,H2,
H2,154.0,40.0,21.86111111111111,egl-18,WT(JR667),25,H2,
V1,106.0,10.0,25.3125,egl-18,WT(JR667),25,V1,
V1,108.0,1.0,25.3125,egl-18,WT(JR667),25,V1,
V1,109.0,1.0,25.3125,egl-18,WT(JR667),25,V1,
V1,110.0,5.0,25.3125,egl-18,WT(JR667),25,V1,
V1,111.0,0.0,25.3125,egl-18,WT(JR667),25,V1,
V1,112.0,8.0,25.3125,egl-18,WT(JR667),25,V1,
V1,113.0,3.0,25.3125,egl-18,WT(JR667),25,V1,
V1,114.0,1.0,25.3125,egl-18,WT(JR667),25,V1,
V1,115.0,1.0,25.3125,egl-18,WT(JR667),25,V1,
V1,120.0,17.0,25.3125,egl-18,WT(JR667),25,V1,
V1,122.0,37.0,25.3125,egl-18,WT(JR667),25,V1,
V1,124.0,15.0,25.3125,egl-18,WT(JR667),25,V1,
V1,126.0,18.0,25.3125,egl-18,WT(JR667),25,V1,
V1,127.0,27.0,25.3125,egl-18,WT(JR667),25,V1,
V1,128.0,43.0,25.3125,egl-18,WT(JR667),25,V1,
V1,130.0,54.0,25.3125,egl-18,WT(JR667),25,V1,
V1,131.0,5.0,25.3125,egl-18,WT(JR667),25,V1,
V1,132.0,12.0,25.3125,egl-18,WT(JR667),25,V1,
V1,134.0,54.0,25.3125,egl-18,WT(JR667),25,V1,
V1,136.0,119.0,25.3125,egl-18,WT(JR667),25,V1,
V1,137.0,55.0,25.3125,egl-18,WT(JR667),25,V1,
V1,138.0,26.0,25.3125,egl-18,WT(JR667),25,V1,
V1,139.0,58.0,25.3125,egl-18,WT(JR667),25,V1,
V1,140.0,27.0,25.3125,egl-18,WT(JR667),25,V1,
V1,141.0,42.0,25.3125,egl-18,WT(JR667),25,V1,
V1,142.0,13.0,25.3125,egl-18,WT(JR667),25,V1,
V1,144.0,31.0,25.3125,egl-18,WT(JR667),25,V1,
V1,146.0,6.0,25.3125,egl-18,WT(JR667),25,V1,
V1,147.0,39.0,25.3125,egl-18,WT(JR667),25,V1,
V1,151.0,20.0,25.3125,egl-18,WT(JR667),25,V1,
V1,152.0,19.0,25.3125,egl-18,WT(JR667),25,V1,
V1,154.0,43.0,25.3125,egl-18,WT(JR667),25,V1,
V2,106.0,9.0,26.5,egl-18,WT(JR667),25,V2,
V2,107.0,0.0,26.5,egl-18,WT(JR667),25,V2,
V2,108.0,2.0,26.5,egl-18,WT(JR667),25,V2,
V2,110.0,9.0,26.5,egl-18,WT(JR667),25,V2,
V2,111.0,3.0,26.5,egl-18,WT(JR667),25,V2,
V2,112.0,14.0,26.5,egl-18,WT(JR667),25,V2,
V2,113.0,3.0,26.5,egl-18,WT(JR667),25,V2,
V2,114.0,2.0,26.5,egl-18,WT(JR667),25,V2,
V2,120.0,22.0,26.5,egl-18,WT(JR667),25,V2,
V2,122.0,36.0,26.5,egl-18,WT(JR667),25,V2,
V2,123.0,35.0,26.5,egl-18,WT(JR667),25,V2,
V2,124.0,6.0,26.5,egl-18,WT(JR667),25,V2,
V2,125.0,31.0,26.5,egl-18,WT(JR667),25,V2,
V2,127.0,31.0,26.5,egl-18,WT(JR667),25,V2,
V2,128.0,43.0,26.5,egl-18,WT(JR667),25,V2,
V2,129.0,16.0,26.5,egl-18,WT(JR667),25,V2,
V2,130.0,46.0,26.5,egl-18,WT(JR667),25,V2,
V2,131.0,2.0,26.5,egl-18,WT(JR667),25,V2,
V2,132.0,26.0,26.5,egl-18,WT(JR667),25,V2,
V2,133.0,40.0,26.5,egl-18,WT(JR667),25,V2,
V2,134.0,50.0,26.5,egl-18,WT(JR667),25,V2,
V2,136.0,102.0,26.5,egl-18,WT(JR667),25,V2,
V2,137.0,51.0,26.5,egl-18,WT(JR667),25,V2,
V2,138.0,40.0,26.5,egl-18,WT(JR667),25,V2,
V2,139.0,48.0,26.5,egl-18,WT(JR667),25,V2,
V2,140.0,26.0,26.5,egl-18,WT(JR667),25,V2,
V2,141.0,31.0,26.5,egl-18,WT(JR667),25,V2,
V2,142.0,25.0,26.5,egl-18,WT(JR667),25,V2,
V2,144.0,35.0,26.5,egl-18,WT(JR667),25,V2,
V2,146.0,1.0,26.5,egl-18,WT(JR667),25,V2,
V2,147.0,37.0,26.5,egl-18,WT(JR667),25,V2,
V2,151.0,22.0,26.5,egl-18,WT(JR667),25,V2,
V2,152.0,11.0,26.5,egl-18,WT(JR667),25,V2,
V2,154.0,46.0,26.5,egl-18,WT(JR667),25,V2,
V3,106.0,24.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,107.0,0.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,108.0,0.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,110.0,7.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,111.0,8.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,112.0,8.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,113.0,3.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,114.0,4.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,120.0,23.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,122.0,35.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,123.0,44.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,125.0,41.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,127.0,24.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,128.0,35.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,129.0,43.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,130.0,31.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,131.0,7.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,132.0,23.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,133.0,40.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,134.0,52.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,135.0,22.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,136.0,74.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,137.0,34.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,138.0,32.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,139.0,50.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,140.0,49.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,141.0,47.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,142.0,34.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,144.0,42.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,146.0,4.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,147.0,40.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,151.0,24.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,152.0,10.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V3,154.0,39.0,28.029411764705888,egl-18,WT(JR667),25,V3,
V4,106.0,12.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,107.0,0.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,108.0,1.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,110.0,9.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,111.0,5.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,112.0,9.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,114.0,0.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,120.0,25.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,122.0,37.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,123.0,49.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,125.0,61.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,127.0,31.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,128.0,39.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,129.0,29.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,130.0,27.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,131.0,5.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,132.0,14.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,133.0,30.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,135.0,41.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,136.0,48.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,137.0,61.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,138.0,29.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,139.0,57.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,140.0,43.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,142.0,41.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,144.0,17.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,146.0,5.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,147.0,18.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,151.0,25.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,152.0,17.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V4,154.0,26.0,26.161290322580644,egl-18,WT(JR667),25,V4,
V6,1.0,25.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,7.0,54.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,19.0,4.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,33.0,14.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,38.0,7.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,45.0,14.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,51.0,28.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,65.0,6.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,72.0,8.0,16.1,egl-18,ceh-16(bp323),25,V6,
V6,75.0,1.0,16.1,egl-18,ceh-16(bp323),25,V6,
H0,2.0,5.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,4.0,64.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,6.0,60.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,9.0,50.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,10.0,56.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,12.0,43.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,13.0,44.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,16.0,48.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,17.0,34.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,18.0,36.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,20.0,17.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,22.0,30.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,24.0,63.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,30.0,25.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,31.0,18.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,32.0,3.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,34.0,41.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,35.0,4.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,38.0,7.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,41.0,23.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,43.0,19.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,44.0,7.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,45.0,41.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,46.0,82.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,48.0,66.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,49.0,5.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,50.0,22.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,52.0,17.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,53.0,42.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,54.0,6.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,55.0,34.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,56.0,26.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,65.0,9.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,66.0,16.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,67.0,21.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,69.0,10.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,71.0,4.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,72.0,7.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,76.0,43.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,77.0,33.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,78.0,87.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,84.0,28.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,85.0,29.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,86.0,105.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H0,89.0,13.0,32.06666666666667,egl-18,ceh-16(bp323),25,H0,
H1,2.0,5.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,4.0,69.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,18.0,37.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,20.0,21.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,34.0,59.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,38.0,7.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,44.0,9.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,45.0,40.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,50.0,44.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,52.0,14.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,54.0,7.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,55.0,20.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,56.0,35.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,65.0,11.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,67.0,21.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,69.0,4.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,72.0,3.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,76.0,46.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,78.0,73.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,84.0,42.0,28.0,egl-18,ceh-16(bp323),25,H1,
H1,89.0,21.0,28.0,egl-18,ceh-16(bp323),25,H1,
H2,2.0,5.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,13.0,47.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,34.0,56.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,38.0,15.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,44.0,9.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,45.0,37.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,50.0,61.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,52.0,8.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,56.0,42.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,65.0,8.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,67.0,23.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,72.0,15.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,76.0,43.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,84.0,25.0,30.6,egl-18,ceh-16(bp323),25,H2,
H2,86.0,65.0,30.6,egl-18,ceh-16(bp323),25,H2,
V1,2.0,13.0,9.0,egl-18,ceh-16(bp323),25,V1,
V1,65.0,5.0,9.0,egl-18,ceh-16(bp323),25,V1,
T,7.0,17.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,19.0,11.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,33.0,6.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,38.0,4.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,45.0,18.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,48.0,20.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,50.0,1.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,51.0,13.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,56.0,14.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,65.0,0.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,72.0,21.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
T,83.0,26.0,12.583333333333336,egl-18,ceh-16(bp323),25,T,
V4,7.0,42.0,42.0,egl-18,ceh-16(bp323),25,V4,
H0,1.0,55.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,2.0,31.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,3.0,6.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,4.0,17.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,5.0,40.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,8.0,29.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,10.0,9.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,13.0,19.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,16.0,10.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,18.0,5.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,19.0,45.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,21.0,92.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,31.0,13.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,33.0,20.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,37.0,29.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,39.0,55.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,41.0,51.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,44.0,10.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,46.0,13.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,49.0,4.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,51.0,4.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,54.0,22.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,57.0,61.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,59.0,87.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,61.0,71.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,64.0,46.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,65.0,38.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H0,66.0,47.0,33.17857142857143,egl-18,egl-18(ga97),25,H0,
H1,1.0,49.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,2.0,27.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,5.0,30.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,8.0,25.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,21.0,101.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,37.0,27.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,39.0,82.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,41.0,39.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,44.0,18.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,52.0,21.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,57.0,71.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,59.0,111.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,61.0,96.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,64.0,97.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,65.0,29.0,54.0625,egl-18,egl-18(ga97),25,H1,
H1,66.0,42.0,54.0625,egl-18,egl-18(ga97),25,H1,
H2,1.0,60.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,2.0,38.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,3.0,3.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,5.0,37.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,21.0,134.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,37.0,30.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,39.0,89.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,41.0,18.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,57.0,74.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,59.0,52.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,64.0,52.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
H2,65.0,15.0,50.16666666666666,egl-18,egl-18(ga97),25,H2,
T,2.0,3.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,5.0,12.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,20.0,53.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,24.0,15.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,30.0,37.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,32.0,7.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,40.0,51.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,43.0,20.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,53.0,19.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,58.0,15.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,60.0,37.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,64.0,32.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
T,66.0,20.0,24.69230769230769,egl-18,egl-18(ga97),25,T,
V1,5.0,43.0,31.75,egl-18,egl-18(ga97),25,V1,
V1,10.0,9.0,31.75,egl-18,egl-18(ga97),25,V1,
V1,59.0,61.0,31.75,egl-18,egl-18(ga97),25,V1,
V1,65.0,14.0,31.75,egl-18,egl-18(ga97),25,V1,
V3,5.0,31.0,54.0,egl-18,egl-18(ga97),25,V3,
V3,58.0,41.0,54.0,egl-18,egl-18(ga97),25,V3,
V3,64.0,126.0,54.0,egl-18,egl-18(ga97),25,V3,
V3,65.0,18.0,54.0,egl-18,egl-18(ga97),25,V3,
V4,24.0,48.0,48.0,egl-18,egl-18(ga97),25,V4,
V6,24.0,24.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
V6,40.0,70.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
V6,43.0,34.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
V6,58.0,21.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
V6,60.0,42.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
V6,65.0,14.0,34.166666666666664,egl-18,egl-18(ga97),25,V6,
T,1.0,6.0,18.0,egl-18,elt-1(ku491),25,T,
T,5.0,9.0,18.0,egl-18,elt-1(ku491),25,T,
T,6.0,4.0,18.0,egl-18,elt-1(ku491),25,T,
T,8.0,11.0,18.0,egl-18,elt-1(ku491),25,T,
T,21.0,9.0,18.0,egl-18,elt-1(ku491),25,T,
