Cell,Worm,mRNA,Mean,Probe,Strain
V3pp,34.0,2.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,35.0,1.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,36.0,9.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,38.0,2.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,39.0,0.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,42.0,4.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,44.0,4.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,47.0,4.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,48.0,1.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,50.0,11.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,56.0,3.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,57.0,2.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,60.0,7.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,64.0,6.0,5.0476190476190474,ceh-16,WT(JR667)
V3pp,70.0,14.0,5.0476190476190474,ceh-16,WT(JR667)
V4aa,9.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,10.0,3.0,1.2,ceh-16,WT(JR667)
V4aa,16.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,17.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,18.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,28.0,3.0,1.2,ceh-16,WT(JR667)
V4aa,30.0,1.0,1.2,ceh-16,WT(JR667)
V4aa,34.0,1.0,1.2,ceh-16,WT(JR667)
V4aa,35.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,36.0,1.0,1.2,ceh-16,WT(JR667)
V4aa,38.0,4.0,1.2,ceh-16,WT(JR667)
V4aa,42.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,44.0,1.0,1.2,ceh-16,WT(JR667)
V4aa,47.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,48.0,3.0,1.2,ceh-16,WT(JR667)
V4aa,50.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,56.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,60.0,0.0,1.2,ceh-16,WT(JR667)
V4aa,64.0,4.0,1.2,ceh-16,WT(JR667)
V4aa,70.0,3.0,1.2,ceh-16,WT(JR667)
V4ap,9.0,2.0,4.45,ceh-16,WT(JR667)
V4ap,10.0,5.0,4.45,ceh-16,WT(JR667)
V4ap,16.0,16.0,4.45,ceh-16,WT(JR667)
V4ap,17.0,1.0,4.45,ceh-16,WT(JR667)
V4ap,18.0,4.0,4.45,ceh-16,WT(JR667)
V4ap,28.0,5.0,4.45,ceh-16,WT(JR667)
V4ap,30.0,2.0,4.45,ceh-16,WT(JR667)
V4ap,34.0,0.0,4.45,ceh-16,WT(JR667)
V4ap,35.0,1.0,4.45,ceh-16,WT(JR667)
V4ap,36.0,3.0,4.45,ceh-16,WT(JR667)
V4ap,38.0,2.0,4.45,ceh-16,WT(JR667)
V4ap,42.0,0.0,4.45,ceh-16,WT(JR667)
V4ap,44.0,0.0,4.45,ceh-16,WT(JR667)
V4ap,47.0,1.0,4.45,ceh-16,WT(JR667)
V4ap,48.0,1.0,4.45,ceh-16,WT(JR667)
V4ap,50.0,5.0,4.45,ceh-16,WT(JR667)
V4ap,56.0,12.0,4.45,ceh-16,WT(JR667)
V4ap,60.0,2.0,4.45,ceh-16,WT(JR667)
V4ap,64.0,18.0,4.45,ceh-16,WT(JR667)
V4ap,70.0,9.0,4.45,ceh-16,WT(JR667)
V4pa,9.0,1.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,17.0,2.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,18.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,28.0,2.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,30.0,3.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,34.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,35.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,36.0,6.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,38.0,2.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,42.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,44.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,47.0,1.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,48.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,50.0,0.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,56.0,2.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,64.0,4.0,1.4705882352941178,ceh-16,WT(JR667)
V4pa,70.0,2.0,1.4705882352941178,ceh-16,WT(JR667)
V4pp,9.0,0.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,17.0,4.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,18.0,4.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,28.0,3.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,30.0,1.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,34.0,1.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,35.0,0.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,36.0,11.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,38.0,4.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,42.0,0.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,44.0,1.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,47.0,4.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,48.0,3.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,50.0,1.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,56.0,10.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,60.0,8.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,64.0,18.0,4.555555555555555,ceh-16,WT(JR667)
V4pp,70.0,9.0,4.555555555555555,ceh-16,WT(JR667)
V6aa,9.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,17.0,1.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,18.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,28.0,3.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,30.0,1.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,34.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,35.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,36.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,44.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,48.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,50.0,2.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,56.0,1.0,0.6153846153846154,ceh-16,WT(JR667)
V6aa,70.0,0.0,0.6153846153846154,ceh-16,WT(JR667)
V6ap,9.0,1.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,17.0,23.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,18.0,2.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,28.0,4.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,30.0,9.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,34.0,0.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,35.0,15.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,36.0,0.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,38.0,2.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,44.0,18.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,48.0,19.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,50.0,12.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,56.0,12.0,8.857142857142858,ceh-16,WT(JR667)
V6ap,70.0,7.0,8.857142857142858,ceh-16,WT(JR667)
V6pa,9.0,0.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,17.0,1.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,28.0,0.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,30.0,2.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,34.0,0.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,35.0,0.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,36.0,1.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,44.0,2.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,48.0,3.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,50.0,0.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,56.0,1.0,1.1666666666666667,ceh-16,WT(JR667)
V6pa,70.0,4.0,1.1666666666666667,ceh-16,WT(JR667)
V6pp,9.0,6.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,17.0,20.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,28.0,4.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,30.0,12.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,34.0,0.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,35.0,17.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,36.0,2.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,38.0,1.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,44.0,1.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,48.0,23.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,50.0,0.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,56.0,15.0,9.153846153846153,ceh-16,WT(JR667)
V6pp,70.0,18.0,9.153846153846153,ceh-16,WT(JR667)
V1aa,10.0,3.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,16.0,3.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,17.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,18.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,28.0,5.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,30.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,31.0,2.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,34.0,5.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,35.0,2.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,36.0,1.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,39.0,1.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,44.0,1.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,47.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,48.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,50.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,57.0,3.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,61.0,0.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,64.0,5.0,1.6842105263157894,ceh-16,WT(JR667)
V1aa,70.0,1.0,1.6842105263157894,ceh-16,WT(JR667)
V1ap,10.0,10.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,16.0,17.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,17.0,0.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,18.0,6.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,28.0,9.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,30.0,1.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,31.0,2.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,34.0,6.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,35.0,2.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,36.0,8.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,39.0,1.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,44.0,19.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,47.0,3.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,48.0,2.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,50.0,5.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,57.0,0.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,61.0,0.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,64.0,14.0,5.894736842105263,ceh-16,WT(JR667)
V1ap,70.0,7.0,5.894736842105263,ceh-16,WT(JR667)
V1pa,10.0,1.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,16.0,12.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,17.0,0.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,18.0,2.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,28.0,3.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,30.0,0.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,31.0,2.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,34.0,2.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,35.0,2.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,36.0,4.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,44.0,3.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,47.0,3.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,48.0,0.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,50.0,1.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,57.0,0.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,61.0,0.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,64.0,6.0,2.3333333333333335,ceh-16,WT(JR667)
V1pa,70.0,1.0,2.3333333333333335,ceh-16,WT(JR667)
V1pp,10.0,7.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,16.0,21.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,17.0,0.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,18.0,2.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,28.0,6.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,30.0,9.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,31.0,10.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,34.0,11.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,35.0,1.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,36.0,2.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,44.0,21.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,47.0,3.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,48.0,0.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,50.0,14.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,57.0,0.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,61.0,0.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,64.0,10.0,6.833333333333333,ceh-16,WT(JR667)
V1pp,70.0,6.0,6.833333333333333,ceh-16,WT(JR667)
Taa,18.0,0.0,0.6,ceh-16,WT(JR667)
Taa,28.0,1.0,0.6,ceh-16,WT(JR667)
Taa,30.0,0.0,0.6,ceh-16,WT(JR667)
Taa,36.0,0.0,0.6,ceh-16,WT(JR667)
Taa,70.0,2.0,0.6,ceh-16,WT(JR667)
Tap,18.0,0.0,7.0,ceh-16,WT(JR667)
Tap,28.0,1.0,7.0,ceh-16,WT(JR667)
Tap,30.0,12.0,7.0,ceh-16,WT(JR667)
Tap,36.0,2.0,7.0,ceh-16,WT(JR667)
Tap,70.0,20.0,7.0,ceh-16,WT(JR667)
Tpa,18.0,0.0,1.6,ceh-16,WT(JR667)
Tpa,28.0,1.0,1.6,ceh-16,WT(JR667)
Tpa,30.0,3.0,1.6,ceh-16,WT(JR667)
Tpa,36.0,2.0,1.6,ceh-16,WT(JR667)
Tpa,70.0,2.0,1.6,ceh-16,WT(JR667)
Tpp,18.0,1.0,0.8,ceh-16,WT(JR667)
Tpp,28.0,0.0,0.8,ceh-16,WT(JR667)
Tpp,30.0,1.0,0.8,ceh-16,WT(JR667)
Tpp,36.0,1.0,0.8,ceh-16,WT(JR667)
Tpp,70.0,1.0,0.8,ceh-16,WT(JR667)
V3,72.0,29.0,29.94736842105263,ceh-16,WT(JR667)
V3,74.0,53.0,29.94736842105263,ceh-16,WT(JR667)
V3,76.0,25.0,29.94736842105263,ceh-16,WT(JR667)
V3,78.0,39.0,29.94736842105263,ceh-16,WT(JR667)
V3,79.0,18.0,29.94736842105263,ceh-16,WT(JR667)
V3,84.0,43.0,29.94736842105263,ceh-16,WT(JR667)
V3,85.0,4.0,29.94736842105263,ceh-16,WT(JR667)
V3,88.0,10.0,29.94736842105263,ceh-16,WT(JR667)
V3,90.0,25.0,29.94736842105263,ceh-16,WT(JR667)
V3,91.0,3.0,29.94736842105263,ceh-16,WT(JR667)
V3,94.0,15.0,29.94736842105263,ceh-16,WT(JR667)
V3,95.0,23.0,29.94736842105263,ceh-16,WT(JR667)
V3,97.0,30.0,29.94736842105263,ceh-16,WT(JR667)
V3,99.0,58.0,29.94736842105263,ceh-16,WT(JR667)
V3,101.0,2.0,29.94736842105263,ceh-16,WT(JR667)
V3,103.0,57.0,29.94736842105263,ceh-16,WT(JR667)
V3,104.0,40.0,29.94736842105263,ceh-16,WT(JR667)
V3,105.0,34.0,29.94736842105263,ceh-16,WT(JR667)
V3,107.0,61.0,29.94736842105263,ceh-16,WT(JR667)
T,1.0,22.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,4.0,7.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,7.0,29.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,15.0,19.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,19.0,0.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,22.0,24.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,27.0,18.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,29.0,4.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,35.0,21.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,39.0,3.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,46.0,19.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,47.0,28.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,48.0,25.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,51.0,0.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,53.0,46.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,64.0,23.0,18.88235294117647,ceh-16,ceh-16(bp323)
T,67.0,33.0,18.88235294117647,ceh-16,ceh-16(bp323)
V4a,1.0,18.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,4.0,9.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,7.0,29.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,9.0,20.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,11.0,11.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,12.0,1.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,15.0,24.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,27.0,3.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,35.0,15.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,39.0,2.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,41.0,9.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,46.0,30.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,48.0,18.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,51.0,0.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,53.0,45.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,58.0,2.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,67.0,50.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4a,68.0,0.0,15.88888888888889,ceh-16,ceh-16(bp323)
V4p,1.0,45.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,4.0,23.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,7.0,28.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,9.0,27.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,11.0,4.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,15.0,22.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,27.0,5.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,35.0,18.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,39.0,2.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,41.0,13.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,46.0,45.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,48.0,12.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,51.0,1.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,53.0,39.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,58.0,20.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,67.0,51.0,21.058823529411764,ceh-16,ceh-16(bp323)
V4p,68.0,3.0,21.058823529411764,ceh-16,ceh-16(bp323)
H0,1.0,43.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,2.0,20.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,3.0,18.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,4.0,27.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,5.0,27.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,6.0,40.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,8.0,20.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,10.0,13.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,11.0,30.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,12.0,17.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,17.0,40.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,20.0,2.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,21.0,10.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,22.0,20.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,28.0,23.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,31.0,1.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,32.0,29.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,33.0,10.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,35.0,51.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,36.0,41.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,40.0,28.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,42.0,29.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,44.0,10.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,45.0,26.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,46.0,50.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,47.0,34.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,48.0,33.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,52.0,0.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,54.0,19.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,56.0,12.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,57.0,12.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,58.0,9.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,60.0,28.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,63.0,45.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,64.0,19.0,23.694444444444443,ceh-16,ceh-16(bp323)
H0,68.0,17.0,23.694444444444443,ceh-16,ceh-16(bp323)
V6,1.0,31.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,4.0,41.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,7.0,37.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,15.0,37.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,19.0,0.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,29.0,3.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,35.0,33.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,39.0,6.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,46.0,32.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,48.0,31.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,51.0,1.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,53.0,42.0,26.384615384615383,ceh-16,ceh-16(bp323)
V6,67.0,49.0,26.384615384615383,ceh-16,ceh-16(bp323)
H1,1.0,36.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,4.0,20.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,8.0,31.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,17.0,56.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,20.0,0.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,22.0,24.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,28.0,27.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,32.0,43.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,35.0,42.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,40.0,19.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,42.0,39.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,46.0,46.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,47.0,32.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,48.0,27.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,52.0,0.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,54.0,15.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,63.0,42.0,28.944444444444443,ceh-16,ceh-16(bp323)
H1,68.0,22.0,28.944444444444443,ceh-16,ceh-16(bp323)
H2,1.0,42.0,16.5625,ceh-16,ceh-16(bp323)
H2,4.0,20.0,16.5625,ceh-16,ceh-16(bp323)
H2,8.0,19.0,16.5625,ceh-16,ceh-16(bp323)
H2,20.0,0.0,16.5625,ceh-16,ceh-16(bp323)
H2,21.0,7.0,16.5625,ceh-16,ceh-16(bp323)
H2,22.0,6.0,16.5625,ceh-16,ceh-16(bp323)
H2,28.0,5.0,16.5625,ceh-16,ceh-16(bp323)
H2,29.0,1.0,16.5625,ceh-16,ceh-16(bp323)
H2,33.0,1.0,16.5625,ceh-16,ceh-16(bp323)
H2,35.0,83.0,16.5625,ceh-16,ceh-16(bp323)
H2,40.0,0.0,16.5625,ceh-16,ceh-16(bp323)
H2,46.0,39.0,16.5625,ceh-16,ceh-16(bp323)
H2,48.0,14.0,16.5625,ceh-16,ceh-16(bp323)
H2,52.0,0.0,16.5625,ceh-16,ceh-16(bp323)
H2,54.0,18.0,16.5625,ceh-16,ceh-16(bp323)
H2,68.0,10.0,16.5625,ceh-16,ceh-16(bp323)
V3a,1.0,18.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,4.0,14.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,7.0,44.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,9.0,16.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,10.0,3.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,15.0,0.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,19.0,0.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,27.0,2.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,29.0,0.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,31.0,2.0,13.333333333333334,ceh-16,ceh-16(bp323)
V3a,35.0,18.0,13.333333333333334,ceh-16,ceh-16(bp323)
