Cell,Worm,mRNA,Mean,Probe,Strain
T,3.0,22.0,17.102564102564102,ceh-16,WT(JR667)
T,5.0,15.0,17.102564102564102,ceh-16,WT(JR667)
T,7.0,33.0,17.102564102564102,ceh-16,WT(JR667)
T,14.0,30.0,17.102564102564102,ceh-16,WT(JR667)
T,19.0,16.0,17.102564102564102,ceh-16,WT(JR667)
T,20.0,2.0,17.102564102564102,ceh-16,WT(JR667)
T,22.0,25.0,17.102564102564102,ceh-16,WT(JR667)
T,24.0,15.0,17.102564102564102,ceh-16,WT(JR667)
T,26.0,20.0,17.102564102564102,ceh-16,WT(JR667)
T,32.0,26.0,17.102564102564102,ceh-16,WT(JR667)
T,37.0,20.0,17.102564102564102,ceh-16,WT(JR667)
T,46.0,24.0,17.102564102564102,ceh-16,WT(JR667)
T,49.0,21.0,17.102564102564102,ceh-16,WT(JR667)
T,51.0,33.0,17.102564102564102,ceh-16,WT(JR667)
T,53.0,29.0,17.102564102564102,ceh-16,WT(JR667)
T,55.0,7.0,17.102564102564102,ceh-16,WT(JR667)
T,58.0,6.0,17.102564102564102,ceh-16,WT(JR667)
T,65.0,15.0,17.102564102564102,ceh-16,WT(JR667)
T,66.0,9.0,17.102564102564102,ceh-16,WT(JR667)
T,68.0,8.0,17.102564102564102,ceh-16,WT(JR667)
T,72.0,13.0,17.102564102564102,ceh-16,WT(JR667)
T,74.0,20.0,17.102564102564102,ceh-16,WT(JR667)
T,76.0,21.0,17.102564102564102,ceh-16,WT(JR667)
T,78.0,10.0,17.102564102564102,ceh-16,WT(JR667)
T,79.0,2.0,17.102564102564102,ceh-16,WT(JR667)
T,84.0,29.0,17.102564102564102,ceh-16,WT(JR667)
T,85.0,9.0,17.102564102564102,ceh-16,WT(JR667)
T,88.0,6.0,17.102564102564102,ceh-16,WT(JR667)
T,90.0,15.0,17.102564102564102,ceh-16,WT(JR667)
T,91.0,6.0,17.102564102564102,ceh-16,WT(JR667)
T,94.0,9.0,17.102564102564102,ceh-16,WT(JR667)
T,95.0,11.0,17.102564102564102,ceh-16,WT(JR667)
T,97.0,26.0,17.102564102564102,ceh-16,WT(JR667)
T,99.0,22.0,17.102564102564102,ceh-16,WT(JR667)
T,101.0,6.0,17.102564102564102,ceh-16,WT(JR667)
T,103.0,15.0,17.102564102564102,ceh-16,WT(JR667)
T,104.0,25.0,17.102564102564102,ceh-16,WT(JR667)
T,105.0,24.0,17.102564102564102,ceh-16,WT(JR667)
T,107.0,22.0,17.102564102564102,ceh-16,WT(JR667)
V3a,3.0,42.0,8.605263157894736,ceh-16,WT(JR667)
V3a,5.0,47.0,8.605263157894736,ceh-16,WT(JR667)
V3a,7.0,2.0,8.605263157894736,ceh-16,WT(JR667)
V3a,14.0,14.0,8.605263157894736,ceh-16,WT(JR667)
V3a,16.0,6.0,8.605263157894736,ceh-16,WT(JR667)
V3a,17.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,19.0,11.0,8.605263157894736,ceh-16,WT(JR667)
V3a,20.0,9.0,8.605263157894736,ceh-16,WT(JR667)
V3a,22.0,2.0,8.605263157894736,ceh-16,WT(JR667)
V3a,24.0,10.0,8.605263157894736,ceh-16,WT(JR667)
V3a,25.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,26.0,18.0,8.605263157894736,ceh-16,WT(JR667)
V3a,27.0,1.0,8.605263157894736,ceh-16,WT(JR667)
V3a,28.0,21.0,8.605263157894736,ceh-16,WT(JR667)
V3a,29.0,3.0,8.605263157894736,ceh-16,WT(JR667)
V3a,32.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,33.0,5.0,8.605263157894736,ceh-16,WT(JR667)
V3a,37.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,40.0,27.0,8.605263157894736,ceh-16,WT(JR667)
V3a,41.0,25.0,8.605263157894736,ceh-16,WT(JR667)
V3a,45.0,3.0,8.605263157894736,ceh-16,WT(JR667)
V3a,46.0,3.0,8.605263157894736,ceh-16,WT(JR667)
V3a,49.0,26.0,8.605263157894736,ceh-16,WT(JR667)
V3a,51.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,52.0,5.0,8.605263157894736,ceh-16,WT(JR667)
V3a,53.0,1.0,8.605263157894736,ceh-16,WT(JR667)
V3a,54.0,4.0,8.605263157894736,ceh-16,WT(JR667)
V3a,55.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,58.0,11.0,8.605263157894736,ceh-16,WT(JR667)
V3a,59.0,3.0,8.605263157894736,ceh-16,WT(JR667)
V3a,62.0,5.0,8.605263157894736,ceh-16,WT(JR667)
V3a,63.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,65.0,14.0,8.605263157894736,ceh-16,WT(JR667)
V3a,66.0,6.0,8.605263157894736,ceh-16,WT(JR667)
V3a,67.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,68.0,0.0,8.605263157894736,ceh-16,WT(JR667)
V3a,69.0,1.0,8.605263157894736,ceh-16,WT(JR667)
V3a,71.0,2.0,8.605263157894736,ceh-16,WT(JR667)
V3p,3.0,43.0,9.083333333333334,ceh-16,WT(JR667)
V3p,5.0,55.0,9.083333333333334,ceh-16,WT(JR667)
V3p,7.0,4.0,9.083333333333334,ceh-16,WT(JR667)
V3p,14.0,12.0,9.083333333333334,ceh-16,WT(JR667)
V3p,19.0,14.0,9.083333333333334,ceh-16,WT(JR667)
V3p,20.0,10.0,9.083333333333334,ceh-16,WT(JR667)
V3p,22.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,24.0,16.0,9.083333333333334,ceh-16,WT(JR667)
V3p,25.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,26.0,7.0,9.083333333333334,ceh-16,WT(JR667)
V3p,27.0,2.0,9.083333333333334,ceh-16,WT(JR667)
V3p,29.0,3.0,9.083333333333334,ceh-16,WT(JR667)
V3p,30.0,2.0,9.083333333333334,ceh-16,WT(JR667)
V3p,32.0,1.0,9.083333333333334,ceh-16,WT(JR667)
V3p,33.0,4.0,9.083333333333334,ceh-16,WT(JR667)
V3p,37.0,3.0,9.083333333333334,ceh-16,WT(JR667)
V3p,40.0,21.0,9.083333333333334,ceh-16,WT(JR667)
V3p,41.0,19.0,9.083333333333334,ceh-16,WT(JR667)
V3p,45.0,5.0,9.083333333333334,ceh-16,WT(JR667)
V3p,46.0,1.0,9.083333333333334,ceh-16,WT(JR667)
V3p,49.0,36.0,9.083333333333334,ceh-16,WT(JR667)
V3p,51.0,2.0,9.083333333333334,ceh-16,WT(JR667)
V3p,52.0,2.0,9.083333333333334,ceh-16,WT(JR667)
V3p,53.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,54.0,5.0,9.083333333333334,ceh-16,WT(JR667)
V3p,55.0,2.0,9.083333333333334,ceh-16,WT(JR667)
V3p,58.0,3.0,9.083333333333334,ceh-16,WT(JR667)
V3p,59.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,62.0,5.0,9.083333333333334,ceh-16,WT(JR667)
V3p,63.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,65.0,20.0,9.083333333333334,ceh-16,WT(JR667)
V3p,66.0,16.0,9.083333333333334,ceh-16,WT(JR667)
V3p,67.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,68.0,3.0,9.083333333333334,ceh-16,WT(JR667)
V3p,69.0,0.0,9.083333333333334,ceh-16,WT(JR667)
V3p,71.0,11.0,9.083333333333334,ceh-16,WT(JR667)
V4,3.0,45.0,29.954545454545453,ceh-16,WT(JR667)
V4,5.0,49.0,29.954545454545453,ceh-16,WT(JR667)
V4,19.0,42.0,29.954545454545453,ceh-16,WT(JR667)
V4,72.0,44.0,29.954545454545453,ceh-16,WT(JR667)
V4,74.0,37.0,29.954545454545453,ceh-16,WT(JR667)
V4,76.0,26.0,29.954545454545453,ceh-16,WT(JR667)
V4,78.0,27.0,29.954545454545453,ceh-16,WT(JR667)
V4,79.0,6.0,29.954545454545453,ceh-16,WT(JR667)
V4,84.0,37.0,29.954545454545453,ceh-16,WT(JR667)
V4,85.0,6.0,29.954545454545453,ceh-16,WT(JR667)
V4,88.0,3.0,29.954545454545453,ceh-16,WT(JR667)
V4,90.0,24.0,29.954545454545453,ceh-16,WT(JR667)
V4,91.0,0.0,29.954545454545453,ceh-16,WT(JR667)
V4,94.0,13.0,29.954545454545453,ceh-16,WT(JR667)
V4,95.0,19.0,29.954545454545453,ceh-16,WT(JR667)
V4,97.0,49.0,29.954545454545453,ceh-16,WT(JR667)
V4,99.0,61.0,29.954545454545453,ceh-16,WT(JR667)
V4,101.0,15.0,29.954545454545453,ceh-16,WT(JR667)
V4,103.0,34.0,29.954545454545453,ceh-16,WT(JR667)
V4,104.0,43.0,29.954545454545453,ceh-16,WT(JR667)
V4,105.0,37.0,29.954545454545453,ceh-16,WT(JR667)
V4,107.0,42.0,29.954545454545453,ceh-16,WT(JR667)
V5a,3.0,0.0,5.466666666666667,ceh-16,WT(JR667)
V5a,5.0,0.0,5.466666666666667,ceh-16,WT(JR667)
V5a,14.0,0.0,5.466666666666667,ceh-16,WT(JR667)
V5a,19.0,3.0,5.466666666666667,ceh-16,WT(JR667)
V5a,20.0,1.0,5.466666666666667,ceh-16,WT(JR667)
V5a,20.0,4.0,5.466666666666667,ceh-16,WT(JR667)
V5a,24.0,18.0,5.466666666666667,ceh-16,WT(JR667)
V5a,25.0,1.0,5.466666666666667,ceh-16,WT(JR667)
V5a,32.0,1.0,5.466666666666667,ceh-16,WT(JR667)
V5a,40.0,6.0,5.466666666666667,ceh-16,WT(JR667)
V5a,49.0,5.0,5.466666666666667,ceh-16,WT(JR667)
V5a,53.0,0.0,5.466666666666667,ceh-16,WT(JR667)
V5a,55.0,0.0,5.466666666666667,ceh-16,WT(JR667)
V5a,58.0,19.0,5.466666666666667,ceh-16,WT(JR667)
V5a,68.0,24.0,5.466666666666667,ceh-16,WT(JR667)
V5p,3.0,2.0,3.230769230769231,ceh-16,WT(JR667)
V5p,5.0,2.0,3.230769230769231,ceh-16,WT(JR667)
V5p,14.0,2.0,3.230769230769231,ceh-16,WT(JR667)
V5p,19.0,1.0,3.230769230769231,ceh-16,WT(JR667)
V5p,24.0,4.0,3.230769230769231,ceh-16,WT(JR667)
V5p,25.0,0.0,3.230769230769231,ceh-16,WT(JR667)
V5p,32.0,2.0,3.230769230769231,ceh-16,WT(JR667)
V5p,40.0,0.0,3.230769230769231,ceh-16,WT(JR667)
V5p,49.0,3.0,3.230769230769231,ceh-16,WT(JR667)
V5p,53.0,1.0,3.230769230769231,ceh-16,WT(JR667)
V5p,55.0,3.0,3.230769230769231,ceh-16,WT(JR667)
V5p,58.0,18.0,3.230769230769231,ceh-16,WT(JR667)
V5p,68.0,4.0,3.230769230769231,ceh-16,WT(JR667)
V6,3.0,54.0,25.192307692307693,ceh-16,WT(JR667)
V6,14.0,51.0,25.192307692307693,ceh-16,WT(JR667)
V6,19.0,53.0,25.192307692307693,ceh-16,WT(JR667)
V6,32.0,54.0,25.192307692307693,ceh-16,WT(JR667)
V6,49.0,47.0,25.192307692307693,ceh-16,WT(JR667)
V6,55.0,7.0,25.192307692307693,ceh-16,WT(JR667)
V6,58.0,6.0,25.192307692307693,ceh-16,WT(JR667)
V6,72.0,27.0,25.192307692307693,ceh-16,WT(JR667)
V6,74.0,30.0,25.192307692307693,ceh-16,WT(JR667)
V6,76.0,14.0,25.192307692307693,ceh-16,WT(JR667)
V6,78.0,25.0,25.192307692307693,ceh-16,WT(JR667)
V6,79.0,1.0,25.192307692307693,ceh-16,WT(JR667)
V6,84.0,40.0,25.192307692307693,ceh-16,WT(JR667)
V6,85.0,1.0,25.192307692307693,ceh-16,WT(JR667)
V6,88.0,1.0,25.192307692307693,ceh-16,WT(JR667)
V6,90.0,17.0,25.192307692307693,ceh-16,WT(JR667)
V6,91.0,3.0,25.192307692307693,ceh-16,WT(JR667)
V6,94.0,6.0,25.192307692307693,ceh-16,WT(JR667)
V6,95.0,17.0,25.192307692307693,ceh-16,WT(JR667)
V6,97.0,34.0,25.192307692307693,ceh-16,WT(JR667)
V6,99.0,31.0,25.192307692307693,ceh-16,WT(JR667)
V6,101.0,17.0,25.192307692307693,ceh-16,WT(JR667)
V6,103.0,20.0,25.192307692307693,ceh-16,WT(JR667)
V6,104.0,25.0,25.192307692307693,ceh-16,WT(JR667)
V6,105.0,36.0,25.192307692307693,ceh-16,WT(JR667)
V6,107.0,38.0,25.192307692307693,ceh-16,WT(JR667)
H0,4.0,16.0,14.921875,ceh-16,WT(JR667)
H0,6.0,12.0,14.921875,ceh-16,WT(JR667)
H0,8.0,24.0,14.921875,ceh-16,WT(JR667)
H0,9.0,11.0,14.921875,ceh-16,WT(JR667)
H0,10.0,12.0,14.921875,ceh-16,WT(JR667)
H0,15.0,7.0,14.921875,ceh-16,WT(JR667)
H0,16.0,14.0,14.921875,ceh-16,WT(JR667)
H0,17.0,1.0,14.921875,ceh-16,WT(JR667)
H0,18.0,3.0,14.921875,ceh-16,WT(JR667)
H0,19.0,18.0,14.921875,ceh-16,WT(JR667)
H0,21.0,14.0,14.921875,ceh-16,WT(JR667)
H0,22.0,20.0,14.921875,ceh-16,WT(JR667)
H0,25.0,19.0,14.921875,ceh-16,WT(JR667)
H0,27.0,2.0,14.921875,ceh-16,WT(JR667)
H0,28.0,6.0,14.921875,ceh-16,WT(JR667)
H0,29.0,19.0,14.921875,ceh-16,WT(JR667)
H0,31.0,6.0,14.921875,ceh-16,WT(JR667)
H0,33.0,23.0,14.921875,ceh-16,WT(JR667)
H0,34.0,2.0,14.921875,ceh-16,WT(JR667)
H0,35.0,6.0,14.921875,ceh-16,WT(JR667)
H0,36.0,4.0,14.921875,ceh-16,WT(JR667)
H0,37.0,14.0,14.921875,ceh-16,WT(JR667)
H0,39.0,6.0,14.921875,ceh-16,WT(JR667)
H0,41.0,4.0,14.921875,ceh-16,WT(JR667)
H0,42.0,18.0,14.921875,ceh-16,WT(JR667)
H0,44.0,3.0,14.921875,ceh-16,WT(JR667)
H0,45.0,8.0,14.921875,ceh-16,WT(JR667)
H0,46.0,15.0,14.921875,ceh-16,WT(JR667)
H0,47.0,11.0,14.921875,ceh-16,WT(JR667)
H0,48.0,16.0,14.921875,ceh-16,WT(JR667)
H0,49.0,8.0,14.921875,ceh-16,WT(JR667)
H0,50.0,3.0,14.921875,ceh-16,WT(JR667)
H0,51.0,18.0,14.921875,ceh-16,WT(JR667)
H0,52.0,13.0,14.921875,ceh-16,WT(JR667)
H0,54.0,6.0,14.921875,ceh-16,WT(JR667)
H0,57.0,3.0,14.921875,ceh-16,WT(JR667)
H0,59.0,8.0,14.921875,ceh-16,WT(JR667)
H0,61.0,8.0,14.921875,ceh-16,WT(JR667)
H0,63.0,18.0,14.921875,ceh-16,WT(JR667)
H0,64.0,17.0,14.921875,ceh-16,WT(JR667)
H0,65.0,53.0,14.921875,ceh-16,WT(JR667)
H0,67.0,14.0,14.921875,ceh-16,WT(JR667)
H0,69.0,2.0,14.921875,ceh-16,WT(JR667)
H0,70.0,28.0,14.921875,ceh-16,WT(JR667)
H0,71.0,18.0,14.921875,ceh-16,WT(JR667)
H0,73.0,35.0,14.921875,ceh-16,WT(JR667)
H0,75.0,21.0,14.921875,ceh-16,WT(JR667)
H0,77.0,34.0,14.921875,ceh-16,WT(JR667)
H0,78.0,25.0,14.921875,ceh-16,WT(JR667)
H0,80.0,10.0,14.921875,ceh-16,WT(JR667)
H0,84.0,16.0,14.921875,ceh-16,WT(JR667)
H0,86.0,19.0,14.921875,ceh-16,WT(JR667)
H0,89.0,11.0,14.921875,ceh-16,WT(JR667)
H0,90.0,8.0,14.921875,ceh-16,WT(JR667)
H0,92.0,16.0,14.921875,ceh-16,WT(JR667)
H0,94.0,4.0,14.921875,ceh-16,WT(JR667)
H0,96.0,25.0,14.921875,ceh-16,WT(JR667)
H0,98.0,30.0,14.921875,ceh-16,WT(JR667)
H0,100.0,40.0,14.921875,ceh-16,WT(JR667)
H0,102.0,25.0,14.921875,ceh-16,WT(JR667)
H0,103.0,15.0,14.921875,ceh-16,WT(JR667)
H0,104.0,10.0,14.921875,ceh-16,WT(JR667)
H0,106.0,30.0,14.921875,ceh-16,WT(JR667)
H0,108.0,30.0,14.921875,ceh-16,WT(JR667)
H1,4.0,8.0,20.46875,ceh-16,WT(JR667)
H1,6.0,3.0,20.46875,ceh-16,WT(JR667)
H1,8.0,61.0,20.46875,ceh-16,WT(JR667)
H1,15.0,22.0,20.46875,ceh-16,WT(JR667)
H1,19.0,28.0,20.46875,ceh-16,WT(JR667)
H1,33.0,21.0,20.46875,ceh-16,WT(JR667)
H1,37.0,44.0,20.46875,ceh-16,WT(JR667)
H1,41.0,23.0,20.46875,ceh-16,WT(JR667)
H1,49.0,19.0,20.46875,ceh-16,WT(JR667)
H1,54.0,7.0,20.46875,ceh-16,WT(JR667)
H1,59.0,6.0,20.46875,ceh-16,WT(JR667)
H1,65.0,14.0,20.46875,ceh-16,WT(JR667)
H1,67.0,4.0,20.46875,ceh-16,WT(JR667)
H1,73.0,31.0,20.46875,ceh-16,WT(JR667)
H1,75.0,30.0,20.46875,ceh-16,WT(JR667)
H1,77.0,30.0,20.46875,ceh-16,WT(JR667)
H1,78.0,23.0,20.46875,ceh-16,WT(JR667)
H1,80.0,14.0,20.46875,ceh-16,WT(JR667)
H1,84.0,24.0,20.46875,ceh-16,WT(JR667)
H1,86.0,22.0,20.46875,ceh-16,WT(JR667)
H1,89.0,8.0,20.46875,ceh-16,WT(JR667)
H1,90.0,6.0,20.46875,ceh-16,WT(JR667)
H1,92.0,12.0,20.46875,ceh-16,WT(JR667)
H1,94.0,8.0,20.46875,ceh-16,WT(JR667)
H1,96.0,11.0,20.46875,ceh-16,WT(JR667)
H1,98.0,32.0,20.46875,ceh-16,WT(JR667)
H1,100.0,36.0,20.46875,ceh-16,WT(JR667)
H1,102.0,15.0,20.46875,ceh-16,WT(JR667)
H1,103.0,24.0,20.46875,ceh-16,WT(JR667)
H1,104.0,16.0,20.46875,ceh-16,WT(JR667)
H1,106.0,27.0,20.46875,ceh-16,WT(JR667)
H1,108.0,26.0,20.46875,ceh-16,WT(JR667)
H2,4.0,0.0,16.586206896551722,ceh-16,WT(JR667)
H2,6.0,1.0,16.586206896551722,ceh-16,WT(JR667)
H2,15.0,2.0,16.586206896551722,ceh-16,WT(JR667)
H2,19.0,3.0,16.586206896551722,ceh-16,WT(JR667)
H2,25.0,0.0,16.586206896551722,ceh-16,WT(JR667)
H2,41.0,0.0,16.586206896551722,ceh-16,WT(JR667)
H2,49.0,5.0,16.586206896551722,ceh-16,WT(JR667)
H2,52.0,1.0,16.586206896551722,ceh-16,WT(JR667)
H2,59.0,2.0,16.586206896551722,ceh-16,WT(JR667)
H2,65.0,26.0,16.586206896551722,ceh-16,WT(JR667)
H2,67.0,0.0,16.586206896551722,ceh-16,WT(JR667)
H2,73.0,29.0,16.586206896551722,ceh-16,WT(JR667)
H2,75.0,37.0,16.586206896551722,ceh-16,WT(JR667)
H2,77.0,23.0,16.586206896551722,ceh-16,WT(JR667)
H2,78.0,44.0,16.586206896551722,ceh-16,WT(JR667)
H2,84.0,21.0,16.586206896551722,ceh-16,WT(JR667)
H2,86.0,33.0,16.586206896551722,ceh-16,WT(JR667)
H2,89.0,6.0,16.586206896551722,ceh-16,WT(JR667)
H2,90.0,10.0,16.586206896551722,ceh-16,WT(JR667)
H2,92.0,9.0,16.586206896551722,ceh-16,WT(JR667)
H2,94.0,3.0,16.586206896551722,ceh-16,WT(JR667)
H2,96.0,19.0,16.586206896551722,ceh-16,WT(JR667)
H2,98.0,27.0,16.586206896551722,ceh-16,WT(JR667)
H2,100.0,52.0,16.586206896551722,ceh-16,WT(JR667)
H2,102.0,31.0,16.586206896551722,ceh-16,WT(JR667)
H2,103.0,30.0,16.586206896551722,ceh-16,WT(JR667)
H2,104.0,16.0,16.586206896551722,ceh-16,WT(JR667)
H2,106.0,32.0,16.586206896551722,ceh-16,WT(JR667)
H2,108.0,19.0,16.586206896551722,ceh-16,WT(JR667)
V1,4.0,46.0,29.80952380952381,ceh-16,WT(JR667)
V1,6.0,48.0,29.80952380952381,ceh-16,WT(JR667)
V1,72.0,27.0,29.80952380952381,ceh-16,WT(JR667)
V1,75.0,44.0,29.80952380952381,ceh-16,WT(JR667)
V1,77.0,25.0,29.80952380952381,ceh-16,WT(JR667)
V1,78.0,56.0,29.80952380952381,ceh-16,WT(JR667)
V1,80.0,12.0,29.80952380952381,ceh-16,WT(JR667)
V1,84.0,32.0,29.80952380952381,ceh-16,WT(JR667)
V1,86.0,25.0,29.80952380952381,ceh-16,WT(JR667)
V1,89.0,5.0,29.80952380952381,ceh-16,WT(JR667)
V1,90.0,10.0,29.80952380952381,ceh-16,WT(JR667)
V1,92.0,6.0,29.80952380952381,ceh-16,WT(JR667)
V1,94.0,10.0,29.80952380952381,ceh-16,WT(JR667)
V1,96.0,29.0,29.80952380952381,ceh-16,WT(JR667)
V1,98.0,32.0,29.80952380952381,ceh-16,WT(JR667)
V1,100.0,48.0,29.80952380952381,ceh-16,WT(JR667)
V1,102.0,25.0,29.80952380952381,ceh-16,WT(JR667)
V1,103.0,48.0,29.80952380952381,ceh-16,WT(JR667)
V1,104.0,32.0,29.80952380952381,ceh-16,WT(JR667)
V1,106.0,40.0,29.80952380952381,ceh-16,WT(JR667)
V1,108.0,26.0,29.80952380952381,ceh-16,WT(JR667)
V6p,5.0,35.0,8.24,ceh-16,WT(JR667)
V6p,7.0,0.0,8.24,ceh-16,WT(JR667)
V6p,10.0,2.0,8.24,ceh-16,WT(JR667)
V6p,16.0,0.0,8.24,ceh-16,WT(JR667)
V6p,18.0,5.0,8.24,ceh-16,WT(JR667)
V6p,20.0,1.0,8.24,ceh-16,WT(JR667)
V6p,22.0,0.0,8.24,ceh-16,WT(JR667)
V6p,24.0,7.0,8.24,ceh-16,WT(JR667)
V6p,26.0,16.0,8.24,ceh-16,WT(JR667)
V6p,29.0,0.0,8.24,ceh-16,WT(JR667)
V6p,37.0,7.0,8.24,ceh-16,WT(JR667)
V6p,40.0,41.0,8.24,ceh-16,WT(JR667)
V6p,42.0,0.0,8.24,ceh-16,WT(JR667)
V6p,45.0,6.0,8.24,ceh-16,WT(JR667)
V6p,46.0,0.0,8.24,ceh-16,WT(JR667)
V6p,47.0,1.0,8.24,ceh-16,WT(JR667)
V6p,51.0,0.0,8.24,ceh-16,WT(JR667)
V6p,53.0,22.0,8.24,ceh-16,WT(JR667)
V6p,60.0,6.0,8.24,ceh-16,WT(JR667)
V6p,62.0,16.0,8.24,ceh-16,WT(JR667)
V6p,64.0,11.0,8.24,ceh-16,WT(JR667)
V6p,65.0,12.0,8.24,ceh-16,WT(JR667)
V6p,66.0,7.0,8.24,ceh-16,WT(JR667)
V6p,68.0,9.0,8.24,ceh-16,WT(JR667)
V6p,71.0,2.0,8.24,ceh-16,WT(JR667)
V2,6.0,59.0,30.17391304347826,ceh-16,WT(JR667)
V2,14.0,61.0,30.17391304347826,ceh-16,WT(JR667)
V2,72.0,44.0,30.17391304347826,ceh-16,WT(JR667)
V2,74.0,32.0,30.17391304347826,ceh-16,WT(JR667)
V2,75.0,43.0,30.17391304347826,ceh-16,WT(JR667)
V2,76.0,14.0,30.17391304347826,ceh-16,WT(JR667)
V2,78.0,40.0,30.17391304347826,ceh-16,WT(JR667)
V2,79.0,11.0,30.17391304347826,ceh-16,WT(JR667)
V2,80.0,4.0,30.17391304347826,ceh-16,WT(JR667)
V2,84.0,43.0,30.17391304347826,ceh-16,WT(JR667)
V2,85.0,0.0,30.17391304347826,ceh-16,WT(JR667)
V2,88.0,7.0,30.17391304347826,ceh-16,WT(JR667)
V2,90.0,17.0,30.17391304347826,ceh-16,WT(JR667)
V2,92.0,6.0,30.17391304347826,ceh-16,WT(JR667)
V2,94.0,12.0,30.17391304347826,ceh-16,WT(JR667)
V2,95.0,22.0,30.17391304347826,ceh-16,WT(JR667)
V2,96.0,34.0,30.17391304347826,ceh-16,WT(JR667)
V2,98.0,44.0,30.17391304347826,ceh-16,WT(JR667)
V2,99.0,59.0,30.17391304347826,ceh-16,WT(JR667)
V2,103.0,40.0,30.17391304347826,ceh-16,WT(JR667)
V2,104.0,33.0,30.17391304347826,ceh-16,WT(JR667)
V2,106.0,45.0,30.17391304347826,ceh-16,WT(JR667)
V2,107.0,24.0,30.17391304347826,ceh-16,WT(JR667)
V2a,7.0,1.0,5.193548387096774,ceh-16,WT(JR667)
V2a,8.0,11.0,5.193548387096774,ceh-16,WT(JR667)
V2a,19.0,5.0,5.193548387096774,ceh-16,WT(JR667)
V2a,20.0,8.0,5.193548387096774,ceh-16,WT(JR667)
V2a,21.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,22.0,8.0,5.193548387096774,ceh-16,WT(JR667)
V2a,24.0,6.0,5.193548387096774,ceh-16,WT(JR667)
V2a,25.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,27.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,29.0,1.0,5.193548387096774,ceh-16,WT(JR667)
V2a,32.0,2.0,5.193548387096774,ceh-16,WT(JR667)
V2a,33.0,3.0,5.193548387096774,ceh-16,WT(JR667)
V2a,37.0,1.0,5.193548387096774,ceh-16,WT(JR667)
V2a,40.0,9.0,5.193548387096774,ceh-16,WT(JR667)
V2a,41.0,7.0,5.193548387096774,ceh-16,WT(JR667)
V2a,45.0,9.0,5.193548387096774,ceh-16,WT(JR667)
V2a,46.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,49.0,31.0,5.193548387096774,ceh-16,WT(JR667)
V2a,51.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,52.0,1.0,5.193548387096774,ceh-16,WT(JR667)
V2a,54.0,13.0,5.193548387096774,ceh-16,WT(JR667)
V2a,58.0,1.0,5.193548387096774,ceh-16,WT(JR667)
V2a,59.0,3.0,5.193548387096774,ceh-16,WT(JR667)
V2a,62.0,4.0,5.193548387096774,ceh-16,WT(JR667)
V2a,63.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,65.0,21.0,5.193548387096774,ceh-16,WT(JR667)
V2a,66.0,4.0,5.193548387096774,ceh-16,WT(JR667)
V2a,67.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,68.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,69.0,0.0,5.193548387096774,ceh-16,WT(JR667)
V2a,71.0,12.0,5.193548387096774,ceh-16,WT(JR667)
V2p,7.0,1.0,2.967741935483871,ceh-16,WT(JR667)
V2p,8.0,4.0,2.967741935483871,ceh-16,WT(JR667)
V2p,19.0,3.0,2.967741935483871,ceh-16,WT(JR667)
V2p,20.0,4.0,2.967741935483871,ceh-16,WT(JR667)
V2p,21.0,2.0,2.967741935483871,ceh-16,WT(JR667)
V2p,22.0,0.0,2.967741935483871,ceh-16,WT(JR667)
V2p,24.0,2.0,2.967741935483871,ceh-16,WT(JR667)
V2p,25.0,0.0,2.967741935483871,ceh-16,WT(JR667)
V2p,27.0,0.0,2.967741935483871,ceh-16,WT(JR667)
V2p,29.0,0.0,2.967741935483871,ceh-16,WT(JR667)
V2p,32.0,3.0,2.967741935483871,ceh-16,WT(JR667)
V2p,33.0,3.0,2.967741935483871,ceh-16,WT(JR667)
V2p,37.0,1.0,2.967741935483871,ceh-16,WT(JR667)
V2p,39.0,4.0,2.967741935483871,ceh-16,WT(JR667)
V2p,40.0,5.0,2.967741935483871,ceh-16,WT(JR667)
V2p,41.0,2.0,2.967741935483871,ceh-16,WT(JR667)
V2p,45.0,3.0,2.967741935483871,ceh-16,WT(JR667)
